"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0015935"	"small ribosomal subunit"	"CC"	"YST1 | RPS15 | RPS20 | RPS21 | RPS23A | RPS3 | RPS5"	"1.029347e-7"	"0.000004563439"	"7 / 10"	"7 / 393"
"GO:0030445"	"yeast-form cell wall"	"CC"	"ADH1 | ADH2 | BGL2 | CEF3 | EFT2 | PGA45 | RPS6A | SDH2 | SSB1 | SSC1 | TEF2 | YWP1"	"0.000001528099"	"0.00004782052"	"12 / 44"	"12 / 393"
"GO:0005743"	"mitochondrial inner membrane"	"CC"	"ADK1 | orf19.6435 | COX13 | COX2 | NAD5 | PAM17 | PAM18 | PET9 | QCR2 | QCR7 | SCO1 | TIM50 | URA1"	"0.000001649555"	"0.00004875351"	"13 / 52"	"13 / 393"
"GO:0016021"	"integral component of membrane"	"CC"	"AGC1 | ALG2 | ALP1 | orf19.1054 | orf19.6007 | orf19.1691 | orf19.409 | CBR1 | COX2 | CRC1 | CTP1 | EMP70 | ERG1 | ERG11 | ERG251 | orf19.3558 | GDA1 | GNP1 | HGT2 | HMG1 | MCD4 | MIR1 | MNN9 | NAD4 | NAD5 | orf19.3518 | OLE1 | OST1 | orf19.6565 | PAM17 | PAM18 | PET9 | PHO84 | PMT1 | POR1 | PTR22 | RIM2 | orf19.4468 | SEC61 | SFC1 | SNQ2 | SPC2 | SPF1 | SUR2 | orf19.3060 | TIM22 | TIM50 | orf19.3293 | URA1 | WBP1 | YHM1 | YHM2 | YMC1 | orf19.2057"	"0.000002090506"	"0.00005853415"	"54 / 547"	"54 / 393"
"GO:0005783"	"endoplasmic reticulum"	"CC"	"ALG2 | CBR1 | orf19.5300 | ERG1 | ERG11 | ERG251 | ERG5 | MCD4 | OLE1 | OST1 | PDI1 | PEX11 | PMT1 | SCS7 | SEC61 | SSH1 | WBP1"	"0.000004662733"	"0.0001181226"	"17 / 93"	"17 / 393"
"GO:0005739"	"mitochondrion"	"CC"	"ADK1 | ALO1 | BNA4 | CBR1 | CCP1 | COX13 | COX2 | CaO19.7481 | MIR1 | MSS116 | NAD4 | NAD5 | NDE1 | PAM17 | PAM18 | PIM1 | POR1 | QCR2 | QCR7 | RIP1 | SSC1 | TIM50 | URA1"	"0.00003304158"	"0.0006760817"	"23 / 175"	"23 / 393"
"GO:0070469"	"respiratory chain"	"CC"	"COX2 | NAD4 | NAD5 | QCR2 | QCR7 | RIP1"	"0.00004034528"	"0.0007665604"	"6 / 14"	"6 / 393"
"GO:0022627"	"cytosolic small ribosomal subunit"	"CC"	"YST1 | RPS1 (RPS1, RPS10) | RPS7A"	"0.0001405789"	"0.002199647"	"3 / 3"	"4 / 393"
"GO:0003735"	"structural constituent of ribosome"	"MF"	"orf19.1967 | orf19.5698 | MRPL6 | RPL10 | RPL11 | RPL12 | RPL13 | RPL15A | RPL16A | RPL17B | RPL18 | RPL19A | RPL20B | RPL23A | RPL3 | RPL4B | RPL5 | RPL9B | RPP0 | RPP1A | RPP1B | YST1 | RPS1 (RPS1, RPS10) | RPS12 | RPS15 | RPS18 | RPS20 | RPS21 | RPS23A | RPS24 | RPS26A | RPS3 | RPS4A | RPS5 | RPS6A | RPS7A | RPS8A"	"8.445928e-27"	"1.497745e-24"	"37 / 81"	"38 / 393"
"GO:0016491"	"oxidoreductase activity"	"MF"	"orf19.7288 | ADH1 | ADH2 | ADH5 | orf19.5517 | ALO1 | BNA4 | orf19.2091 | orf19.6233 | orf19.7307 | CBR1 | CCP1 | COQ6 | COX2 | ECM17 | ERG1 | ERG11 | ERG251 | ERG26 | ERG5 | FESUR1 | FOX2 | GDH3 | GLT1 | GPD1 | GUT2 | HMG1 | ILV5 | LEU2 | CaO19.7481 | NAD4 | NAD5 | NDE1 | NUC2 | OLE1 | RIP1 | RNR1 | SCS7 | SDH12 | SDH2 | SUR2 | orf19.3293 | URA1"	"1.620938e-9"	"8.623388e-8"	"43 / 309"	"43 / 393"
"GO:0004169"	"dolichyl-phosphate-mannose-protein mannosyltransferase activity"	"MF"	"PMT1 | PMT2 | PMT4 | PMT5 | PMT6"	"3.742076e-7"	"0.00001421989"	"5 / 5"	"5 / 393"
"GO:0000030"	"mannosyltransferase activity"	"MF"	"KTR4 | MNN9 | PMT1 | PMT2 | PMT4 | PMT5 | PMT6"	"0.000007467715"	"0.0001727315"	"7 / 16"	"7 / 393"
"GO:0003746"	"translation elongation factor activity"	"MF"	"CAM1-1 | CEF3 | EFB1 | EFT2 | TEF2 | TUF1"	"0.00001357271"	"0.0003008618"	"6 / 12"	"6 / 393"
"GO:0050660"	"flavin adenine dinucleotide binding"	"MF"	"orf19.7288 | ALO1 | BNA4 | COQ6 | ERG1 | GLT1 | ILV2 | NDE1 | POX1-3 | SDH12"	"0.00002115234"	"0.0004501217"	"10 / 39"	"10 / 393"
"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"MF"	"ATP1 | ATP2 | ATP3 | ATP4 | ATP5"	"0.00007581661"	"0.001390843"	"5 / 10"	"5 / 393"
"GO:0016627"	"oxidoreductase activity, acting on the CH-CH group of donors"	"MF"	"orf19.7288 | orf19.1480 | POX1-3 | SDH12 | orf19.3293"	"0.0001330834"	"0.002199647"	"5 / 11"	"5 / 393"
"GO:0051536"	"iron-sulfur cluster binding"	"MF"	"orf19.4758 | orf19.2091 | ECM17 | FESUR1 | GLT1 | RIP1 | RLI1 | SDH2"	"0.0002206899"	"0.003222816"	"8 / 33"	"8 / 393"
"GO:0004129"	"cytochrome-c oxidase activity"	"MF"	"COX13 | COX2 | COX4 | COX5"	"0.0002241432"	"0.003222816"	"4 / 7"	"4 / 393"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"MF"	"orf19.2091 | FESUR1 | NAD4 | NAD5 | NDE1 | NDH51"	"0.0002918324"	"0.003980893"	"6 / 19"	"6 / 393"
"GO:0000104"	"succinate dehydrogenase activity"	"MF"	"orf19.1480 | OSM2 | SDH2"	"0.0005405228"	"0.007013613"	"3 / 4"	"3 / 393"
"GO:0005506"	"iron ion binding"	"MF"	"CYT1 | ECM17 | ERG11 | ERG251 | ERG5 | GLT1 | OLE1 | SCS7 | SUR2"	"0.0005972579"	"0.007565267"	"9 / 47"	"9 / 393"
"GO:0016651"	"oxidoreductase activity, acting on NAD(P)H"	"MF"	"orf19.3290 | orf19.4758 | NDH51 | NUC2"	"0.0007421528"	"0.009181983"	"4 / 9"	"4 / 393"
