"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0009405"	"pathogenesis"	"BP"	"BMH1 | CDC12 | CDC42 | CRH11 | PST1 | FTR1 | HSP104 | HSP78 | HXK2 | MCR1 | NCE102 | RAC1 | SRV2 | SUR7 | TPS1 | TPS2 | VMA2 | YVC1"	"0.0001821047"	"0.002476624"	"18 / 350"	"18 / 129"
"GO:0036168"	"filamentous growth of a population of unicellular organisms in response to heat"	"BP"	"BMH1 | HGT1 | MYO2 | SRV2 | TPS1"	"0.0002403379"	"0.003064308"	"5 / 29"	"5 / 129"
"GO:0006888"	"ER to Golgi vesicle-mediated transport"	"BP"	"ARF2 | SEC23 | SEC24 | YPT1"	"0.000298551"	"0.003691176"	"4 / 17"	"4 / 129"
"GO:0006002"	"fructose 6-phosphate metabolic process"	"BP"	"PFK1 | PFK2"	"0.0003985668"	"0.003966226"	"2 / 2"	"2 / 129"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"BP"	"HSP104 | HSP78"	"0.0003985668"	"0.003966226"	"2 / 2"	"2 / 129"
"GO:0050790"	"regulation of catalytic activity"	"BP"	"GDI1 | RDI1 | RPN1 | RPN3"	"0.0005801348"	"0.005145543"	"4 / 20"	"4 / 129"
"GO:0051701"	"interaction with host"	"BP"	"GPM1 | PGK1 | HSP70 | YCK2"	"0.0005801348"	"0.005145543"	"4 / 20"	"4 / 129"
"GO:0036187"	"cell growth mode switching, budding to filamentous"	"BP"	"CDC42 | MYO2 | RAC1 | SRV2"	"0.0005801348"	"0.005145543"	"4 / 20"	"4 / 129"
"GO:0006979"	"response to oxidative stress"	"BP"	"orf19.86 | GPX2 | MXR1"	"0.0008505207"	"0.007229426"	"3 / 10"	"3 / 129"
"GO:0016310"	"phosphorylation"	"BP"	"CDC19 | DAK2 | GLK1 | HXK2 | PFK1 | PFK2 | PGK1 | YNK1"	"0.0009378263"	"0.007808839"	"8 / 102"	"8 / 129"
"GO:0000920"	"cell separation after cytokinesis"	"BP"	"CDC12 | CDC42 | RAC1 | RHO1"	"0.001012165"	"0.00825927"	"4 / 23"	"4 / 129"
"GO:0008152"	"metabolic process"	"BP"	"ASN1 | orf19.7297 | CAR2 | CDR1 | orf19.2175 | CRH11 | ERG10 | FDH1 | FUM12 | GPM1 | MYO2 | PDA1 | PMM1 | SER33 | SIM1 | SNZ1 | TKL1 | TPI1 | TPS2 | UBC4 | UGP1"	"0.001086634"	"0.008597036"	"21 / 511"	"21 / 129"
"GO:0070370"	"cellular heat acclimation"	"BP"	"HSP104 | HSP78"	"0.001179985"	"0.008597036"	"2 / 3"	"2 / 129"
"GO:0042176"	"regulation of protein catabolic process"	"BP"	"RPN1 | RPN3"	"0.001179985"	"0.008597036"	"2 / 3"	"2 / 129"
"GO:0005975"	"carbohydrate metabolic process"	"BP"	"CRH11 | GLK1 | GPH1 | HXK2 | SIM1 | orf19.1355 | TAL1"	"0.001283998"	"0.009190721"	"7 / 83"	"7 / 129"
"GO:0031505"	"fungal-type cell wall organization"	"BP"	"CDC12 | CDC42 | CRH11 | PST1 | MYO2 | RAC1 | SIM1 | SUR7"	"0.001362597"	"0.009585168"	"8 / 108"	"8 / 129"
"GO:0071555"	"cell wall organization"	"BP"	"CRH11 | PST1 | PGK1 | SIM1 | SUR7"	"0.001398798"	"0.009673047"	"5 / 42"	"5 / 129"
"GO:0009986"	"cell surface"	"CC"	"BMH1 | CDC19 | CDR1 | CRH11 | PST1 | ENO1 | FTR1 | GPH1 | GPM1 | HSP104 | HSP78 | MET6 | PGK1 | PSA2 | SAM2 | SIM1 | HSP70 | TAL1 | TKL1 | TPI1 | UGP1"	"4.48281e-14"	"9.144932e-12"	"21 / 129"	"21 / 129"
"GO:0030446"	"hyphal cell wall"	"CC"	"AHP1 | CDC19 | CRH11 | PST1 | ENO1 | GPH1 | GPM1 | MET6 | PGK1 | SAM2 | HSP70 | TPI1 | XYL2"	"1.575589e-10"	"2.142801e-8"	"13 / 62"	"13 / 129"
"GO:0005886"	"plasma membrane"	"CC"	"BMH1 | orf19.3335 | CDC19 | CDC42 | CDR1 | PST1 | ENO1 | GAP4 | HGT1 | NCE102 | PGK1 | PHM7 | PSA2 | RAC1 | RHO1 | RHO3 | SAM2 | SEC26 | HSP70 | SUR7 | TKL1 | UGP1 | VMA2 | VPH1 | YCK2 | YPT1"	"6.188165e-10"	"6.311928e-8"	"26 / 324"	"26 / 129"
"GO:0030445"	"yeast-form cell wall"	"CC"	"BMH1 | CDC19 | CRH11 | PST1 | ENO1 | PSA2 | HSP70 | TKL1 | UGP1"	"1.514443e-7"	"0.000007074079"	"9 / 44"	"9 / 129"
"GO:0032126"	"eisosome"	"CC"	"LSP1 | NCE102 | PIL1 | SUR7"	"1.53598e-7"	"0.000007074079"	"4 / 4"	"4 / 129"
"GO:0005737"	"cytoplasm"	"CC"	"CDC19 | CYP1 | ENO1 | GPM1 | HXK2 | MET3 | MEU1 | MRF1 | PFK1 | PFK2 | PGI1 | PGK1 | PMM1 | RDI1 | RPT5 | SEC23 | SEC24 | SEC26 | SHM2 | SNZ1 | HSP70 | TAL1 | TPI1 | TUB1 | UGP1"	"1.560459e-7"	"0.000007074079"	"25 / 393"	"25 / 129"
"GO:0009277"	"fungal-type cell wall"	"CC"	"CRH11 | PST1 | ENO1 | GPM1 | MET6 | PGK1 | SIM1 | HSP70 | TPI1"	"0.00004850691"	"0.000825902"	"9 / 86"	"9 / 129"
"GO:0001411"	"hyphal tip"	"CC"	"CDC12 | CDC3 | CDC42 | MYO2 | RAC1 | RHO1"	"0.00004858247"	"0.000825902"	"6 / 34"	"6 / 129"
"GO:0005934"	"cellular bud tip"	"CC"	"CDC42 | MYO2 | RAC1 | RHO1"	"0.00006711177"	"0.001095264"	"4 / 12"	"4 / 129"
"GO:0033178"	"proton-transporting two-sector ATPase complex, catalytic domain"	"CC"	"TFP1 | VMA2 | VMA4"	"0.00007628927"	"0.001197155"	"3 / 5"	"3 / 129"
"GO:0005829"	"cytosol"	"CC"	"ENO1 | GND1 | HXK2 | HSP70 | TRX1 | YNK1"	"0.00007995752"	"0.001208247"	"6 / 37"	"6 / 129"
"GO:0005935"	"cellular bud neck"	"CC"	"CDC12 | CDC3 | CDC42 | MYO2 | RAC1"	"0.0002403379"	"0.003064308"	"5 / 29"	"5 / 129"
"GO:0005945"	"6-phosphofructokinase complex"	"CC"	"PFK1 | PFK2"	"0.0003985668"	"0.003966226"	"2 / 2"	"2 / 129"
"GO:0030428"	"cell septum"	"CC"	"CDC12 | CDC3 | CDC42 | RAC1"	"0.0005801348"	"0.005145543"	"4 / 20"	"4 / 129"
"GO:0005794"	"Golgi apparatus"	"CC"	"orf19.2175 | CaO19.3767 | SEC23 | SEC24 | SEC26 | VPH1"	"0.0008190965"	"0.007110454"	"6 / 56"	"6 / 129"
"GO:0000166"	"nucleotide binding"	"MF"	"ADP1 | ARF2 | ARF3 | ASN1 | CDC12 | CDC19 | CDC3 | CDC42 | CDR1 | GLK1 | HSP104 | HSP78 | HXK2 | LHS1 | MET3 | MYO2 | PFK1 | PFK2 | PGK1 | RAC1 | RHO1 | RHO3 | RPT5 | SAM2 | HSP70 | TFP1 | TUB1 | UBA1 | YCK2 | YNK1 | YPT1"	"3.829045e-9"	"3.124501e-7"	"31 / 490"	"31 / 129"
"GO:0003824"	"catalytic activity"	"MF"	"ADE6 | ARO8 | orf19.7297 | CAR2 | CDC19 | orf19.2175 | ERG10 | FUM12 | GAD1 | GPM1 | MEU1 | MIS11 | PMM1 | PYC2 | SHM2 | SNZ1 | TAL1 | TKL1 | TPI1 | TPS1 | TPS2 | UBA1"	"2.457954e-7"	"0.00001002845"	"22 / 319"	"22 / 129"
"GO:0005524"	"ATP binding"	"MF"	"ADP1 | ASN1 | CDC19 | CDR1 | DAK2 | GLK1 | HSP104 | HSP78 | HXK2 | LHS1 | MET3 | MIS11 | MYO2 | PFK1 | PFK2 | PGK1 | PYC2 | RPT5 | SAM2 | HSP70 | SUB2 | TFP1 | UBA1 | VMA2 | YCK2 | YNK1"	"0.000001474156"	"0.00005467777"	"26 / 473"	"26 / 129"
"GO:0005525"	"GTP binding"	"MF"	"ARF2 | ARF3 | CDC12 | CDC3 | CDC42 | RAC1 | RHO1 | RHO3 | TUB1 | YPT1"	"0.000005074898"	"0.0001494985"	"10 / 83"	"10 / 129"
"GO:0016740"	"transferase activity"	"MF"	"CDC19 | GLK1 | GPH1 | HXK2 | MET3 | MET6 | MEU1 | PFK1 | PFK2 | PGK1 | SAM2 | SHM2 | TAL1 | TKL1 | TPS1 | UGP1 | YNK1"	"0.00002372741"	"0.0005378214"	"17 / 271"	"17 / 129"
"GO:0030170"	"pyridoxal phosphate binding"	"MF"	"ARO8 | orf19.7297 | CAR2 | GAD1 | GPH1 | SHM2"	"0.0003526684"	"0.003966226"	"6 / 48"	"6 / 129"
"GO:0016491"	"oxidoreductase activity"	"MF"	"AHP1 | orf19.2175 | GDH2 | GND1 | orf19.86 | GPX2 | IDP2 | IFR2 | LYS9 | MCR1 | MRF1 | NCP1 | PDA1 | PST3 | XYL2 | YCP4"	"0.0003985542"	"0.003966226"	"16 / 309"	"16 / 129"
"GO:0004805"	"trehalose-phosphatase activity"	"MF"	"TPS1 | TPS2"	"0.0003985668"	"0.003966226"	"2 / 2"	"2 / 129"
"GO:0004645"	"phosphorylase activity"	"MF"	"GPH1 | MEU1"	"0.0003985668"	"0.003966226"	"2 / 2"	"2 / 129"
"GO:0003872"	"6-phosphofructokinase activity"	"MF"	"PFK1 | PFK2"	"0.0003985668"	"0.003966226"	"2 / 2"	"2 / 129"
"GO:0016853"	"isomerase activity"	"MF"	"CYP1 | GPM1 | PGI1 | PMM1 | TPI1"	"0.000450547"	"0.004376742"	"5 / 33"	"5 / 129"
"GO:0016301"	"kinase activity"	"MF"	"CDC19 | GLK1 | HXK2 | PFK1 | PFK2 | PGK1 | YNK1"	"0.001111347"	"0.008597036"	"7 / 81"	"7 / 129"
"GO:0004602"	"glutathione peroxidase activity"	"MF"	"orf19.86 | GPX2"	"0.001179985"	"0.008597036"	"2 / 3"	"2 / 129"
"GO:0030234"	"enzyme regulator activity"	"MF"	"RPN1 | RPN3"	"0.001179985"	"0.008597036"	"2 / 3"	"2 / 129"
