"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0070469"	"respiratory chain"	"CC"	"COX2 | QCR7 | RIP1"	"0.00008606"	"0.0034941"	"3 / 14"	"3 / 45"
"GO:0005739"	"mitochondrion"	"CC"	"ALO1 | CBR1 | COX2 | MIR1 | POR1 | QCR7 | RIP1"	"0.00010541"	"0.0035664"	"7 / 175"	"7 / 45"
"GO:0005934"	"cellular bud tip"	"CC"	"MYO2 | SEC4"	"0.0025718"	"0.037445"	"2 / 12"	"2 / 45"
"GO:0005741"	"mitochondrial outer membrane"	"CC"	"CBR1 | POR1"	"0.0040419"	"0.037445"	"2 / 15"	"2 / 45"
"GO:0005743"	"mitochondrial inner membrane"	"CC"	"COX2 | PET9 | QCR7"	"0.0044123"	"0.037445"	"3 / 52"	"3 / 45"
"GO:0005750"	"mitochondrial respiratory chain complex III"	"CC"	"QCR7"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0046930"	"pore complex"	"CC"	"POR1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0044732"	"mitotic spindle pole body"	"CC"	"SEC4"	"0.012871"	"0.04584"	"1 / 2"	"1 / 45"
"GO:0008536"	"Ran GTPase binding"	"MF"	"CRM1 | orf19.2489 | orf19.3681"	"0.000028883"	"0.0019544"	"3 / 10"	"3 / 45"
"GO:0004129"	"cytochrome-c oxidase activity"	"MF"	"COX2 | COX5"	"0.00083516"	"0.02147"	"2 / 7"	"2 / 45"
"GO:0005093"	"Rab GDP-dissociation inhibitor activity"	"MF"	"GDI1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0005049"	"nuclear export signal receptor activity"	"MF"	"CRM1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0008121"	"ubiquinol-cytochrome-c reductase activity"	"MF"	"RIP1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0015288"	"porin activity"	"MF"	"POR1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0004814"	"arginine-tRNA ligase activity"	"MF"	"orf19.3341"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0016899"	"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor"	"MF"	"ALO1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0016679"	"oxidoreductase activity, acting on diphenols and related substances as donors"	"MF"	"RIP1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0008308"	"voltage-gated anion channel activity"	"MF"	"POR1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0017089"	"glycolipid transporter activity"	"MF"	"HET1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0051861"	"glycolipid binding"	"MF"	"HET1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0003838"	"sterol 24-C-methyltransferase activity"	"MF"	"ERG6"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0003885"	"D-arabinono-1,4-lactone oxidase activity"	"MF"	"ALO1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0003922"	"GMP synthase (glutamine-hydrolyzing) activity"	"MF"	"GUA1"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0051015"	"actin filament binding"	"MF"	"MYO2"	"0.006456"	"0.037445"	"1 / 1"	"1 / 45"
"GO:0000166"	"nucleotide binding"	"MF"	"orf19.3341 | GUA1 | KAR2 | LHS1 | MYO2 | SEC4 | TIF | YCK2"	"0.011422"	"0.04584"	"8 / 490"	"8 / 45"
"GO:0015114"	"phosphate ion transmembrane transporter activity"	"MF"	"MIR1"	"0.012871"	"0.04584"	"1 / 2"	"1 / 45"
"GO:0017057"	"6-phosphogluconolactonase activity"	"MF"	"orf19.1355"	"0.012871"	"0.04584"	"1 / 2"	"1 / 45"
"GO:0004128"	"cytochrome-b5 reductase activity, acting on NAD(P)H"	"MF"	"CBR1"	"0.012871"	"0.04584"	"1 / 2"	"1 / 45"
"GO:0004367"	"glycerol-3-phosphate dehydrogenase [NAD+] activity"	"MF"	"GPD2"	"0.012871"	"0.04584"	"1 / 2"	"1 / 45"
"GO:0016491"	"oxidoreductase activity"	"MF"	"ALO1 | CBR1 | COX2 | GPD2 | orf19.86 | RIP1"	"0.013274"	"0.046429"	"6 / 309"	"6 / 45"
"GO:0003743"	"translation initiation factor activity"	"MF"	"NIP1 | TIF"	"0.013803"	"0.046429"	"2 / 28"	"2 / 45"
