"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0005743"	"mitochondrial inner membrane"	"CC"	"COX2 | QCR2"	"0.01189207"	"0.03938782"	"2 / 52"	"2 / 21"
"GO:0033180"	"proton-transporting V-type ATPase, V1 domain"	"CC"	"VMA5"	"0.01285287"	"0.03938782"	"1 / 4"	"1 / 21"
"GO:0045261"	"proton-transporting ATP synthase complex, catalytic core F(1)"	"CC"	"ATP3"	"0.01604155"	"0.04233186"	"1 / 5"	"1 / 21"
"GO:0000329"	"fungal-type vacuole membrane"	"CC"	"MLT1"	"0.01604155"	"0.04233186"	"1 / 5"	"1 / 21"
"GO:0015078"	"hydrogen ion transmembrane transporter activity"	"MF"	"ATP4 | ATP7 | VMA5"	"0.000006161372"	"0.0001951101"	"3 / 12"	"3 / 21"
"GO:0004129"	"cytochrome-c oxidase activity"	"MF"	"COX2 | COX5"	"0.0002053492"	"0.003251363"	"2 / 7"	"2 / 21"
"GO:0016491"	"oxidoreductase activity"	"MF"	"ALO1 | CBR1 | COX2 | GDH3 | GPD1 | YCP4"	"0.0003023371"	"0.004103146"	"6 / 309"	"6 / 21"
"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"MF"	"ATP3 | ATP4"	"0.000437498"	"0.005195289"	"2 / 10"	"2 / 21"
"GO:0019201"	"nucleotide kinase activity"	"MF"	"URA6"	"0.003227999"	"0.01703666"	"1 / 1"	"1 / 21"
"GO:0016899"	"oxidoreductase activity, acting on the CH-OH group of donors, oxygen as acceptor"	"MF"	"ALO1"	"0.003227999"	"0.01703666"	"1 / 1"	"1 / 21"
"GO:0004127"	"cytidylate kinase activity"	"MF"	"URA6"	"0.003227999"	"0.01703666"	"1 / 1"	"1 / 21"
"GO:0003885"	"D-arabinono-1,4-lactone oxidase activity"	"MF"	"ALO1"	"0.003227999"	"0.01703666"	"1 / 1"	"1 / 21"
"GO:0004013"	"adenosylhomocysteinase activity"	"MF"	"SAH1"	"0.003227999"	"0.01703666"	"1 / 1"	"1 / 21"
"GO:0009041"	"uridylate kinase activity"	"MF"	"URA6"	"0.003227999"	"0.01703666"	"1 / 1"	"1 / 21"
"GO:0004128"	"cytochrome-b5 reductase activity, acting on NAD(P)H"	"MF"	"CBR1"	"0.006446124"	"0.02662529"	"1 / 2"	"1 / 21"
"GO:0004367"	"glycerol-3-phosphate dehydrogenase [NAD+] activity"	"MF"	"GPD1"	"0.006446124"	"0.02662529"	"1 / 2"	"1 / 21"
"GO:0016639"	"oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor"	"MF"	"GDH3"	"0.006446124"	"0.02662529"	"1 / 2"	"1 / 21"
"GO:0016776"	"phosphotransferase activity, phosphate group as acceptor"	"MF"	"URA6"	"0.009654405"	"0.0339692"	"1 / 3"	"1 / 21"
"GO:0019205"	"nucleobase-containing compound kinase activity"	"MF"	"URA6"	"0.009654405"	"0.0339692"	"1 / 3"	"1 / 21"
"GO:0008762"	"UDP-N-acetylmuramate dehydrogenase activity"	"MF"	"ALO1"	"0.01285287"	"0.03938782"	"1 / 4"	"1 / 21"
"GO:0016614"	"oxidoreductase activity, acting on CH-OH group of donors"	"MF"	"ALO1"	"0.01604155"	"0.04233186"	"1 / 5"	"1 / 21"
"GO:0042803"	"protein homodimerization activity"	"MF"	"GPD1"	"0.01922046"	"0.0456486"	"1 / 6"	"1 / 21"
