"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0036180"	"filamentous growth of a population of unicellular organisms in response to biotic stimulus"	"BP"	"CDR2 | ECM33 | MLT1 | RAC1 | SUR7 | VAC8"	"0.0003715134"	"0.001804493"	"6 / 303"	"6 / 20"
"GO:0045332"	"phospholipid translocation"	"BP"	"CDR1 | CDR2"	"0.0003893278"	"0.001825813"	"2 / 9"	"2 / 20"
"GO:0006855"	"drug transmembrane transport"	"BP"	"CDR1 | CDR2"	"0.0005923851"	"0.002598851"	"2 / 11"	"2 / 20"
"GO:0006897"	"endocytosis"	"BP"	"SUR7 | VPH1"	"0.001811991"	"0.007006534"	"2 / 19"	"2 / 20"
"GO:0030448"	"hyphal growth"	"BP"	"RAC1 | RHO1 | VAC8"	"0.00193851"	"0.007006534"	"3 / 75"	"3 / 20"
"GO:0000902"	"cell morphogenesis"	"BP"	"ECM33 | RAC1"	"0.002009227"	"0.007006534"	"2 / 20"	"2 / 20"
"GO:0000920"	"cell separation after cytokinesis"	"BP"	"RAC1 | RHO1"	"0.002659148"	"0.009041105"	"2 / 23"	"2 / 20"
"GO:0005886"	"plasma membrane"	"CC"	"CDR1 | CDR2 | ECM33 | GAP4 | HGT6 | MLT1 | MNT1 | NCE102 | PHR1 | PMA1 | RAC1 | RHO1 | SUR7 | VPH1"	"5.127442e-14"	"6.973321e-12"	"14 / 324"	"14 / 20"
"GO:0045121"	"membrane raft"	"CC"	"CDR1 | CDR2 | PHR1 | PMA1 | SUR7"	"6.577202e-11"	"4.472497e-9"	"5 / 10"	"5 / 20"
"GO:0016020"	"membrane"	"CC"	"CDR1 | CDR2 | ECM33 | GAP4 | HGT6 | MNT1 | NCE102 | CaO19.3767 | PHR1 | PMA1 | RAC1 | RHO1 | SUR7 | VAC8"	"3.556708e-9"	"1.612374e-7"	"14 / 732"	"14 / 20"
"GO:0016021"	"integral component of membrane"	"CC"	"orf19.1054 | CDR1 | CDR2 | GAP4 | HGT6 | MLT1 | MNT1 | CaO19.3767 | PMA1 | SUR7"	"0.000003467989"	"0.0001179116"	"10 / 547"	"10 / 20"
"GO:0009986"	"cell surface"	"CC"	"CDR1 | CDR2 | ECM33 | PHR1 | PMA1"	"0.00005569164"	"0.0005049376"	"5 / 129"	"5 / 20"
"GO:0032126"	"eisosome"	"CC"	"NCE102 | SUR7"	"0.00006555337"	"0.0005244269"	"2 / 4"	"2 / 20"
"GO:0000329"	"fungal-type vacuole membrane"	"CC"	"MLT1 | VPH1"	"0.0001090328"	"0.0007106187"	"2 / 5"	"2 / 20"
"GO:0005934"	"cellular bud tip"	"CC"	"RAC1 | RHO1"	"0.000709414"	"0.002923646"	"2 / 12"	"2 / 20"
"GO:0005794"	"Golgi apparatus"	"CC"	"MNT1 | CaO19.3767 | VPH1"	"0.0008292492"	"0.003316997"	"3 / 56"	"3 / 20"
"GO:0046658"	"anchored component of plasma membrane"	"CC"	"ECM33 | PHR1"	"0.002009227"	"0.007006534"	"2 / 20"	"2 / 20"
"GO:0030428"	"cell septum"	"CC"	"PHR1 | RAC1"	"0.002009227"	"0.007006534"	"2 / 20"	"2 / 20"
"GO:0045118"	"azole transporter activity"	"MF"	"CDR1 | CDR2"	"0.00001097026"	"0.0001657728"	"2 / 2"	"2 / 20"
"GO:0017111"	"nucleoside-triphosphatase activity"	"MF"	"CDR1 | CDR2"	"0.00001097026"	"0.0001657728"	"2 / 2"	"2 / 20"
"GO:0016887"	"ATPase activity"	"MF"	"CDR1 | CDR2 | MLT1 | PMA1"	"0.00001444008"	"0.0001963851"	"4 / 46"	"4 / 20"
"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"	"MF"	"CDR1 | CDR2 | MLT1"	"0.00003140983"	"0.0003190527"	"3 / 19"	"3 / 20"
"GO:0005548"	"phospholipid transporter activity"	"MF"	"CDR1 | CDR2"	"0.00003284366"	"0.0003190527"	"2 / 3"	"2 / 20"
"GO:0015244"	"fluconazole transporter activity"	"MF"	"CDR1 | CDR2"	"0.00003284366"	"0.0003190527"	"2 / 3"	"2 / 20"
"GO:0000166"	"nucleotide binding"	"MF"	"ARF3 | CDR1 | CDR2 | MLT1 | PMA1 | RAC1 | RHO1 | YPT31"	"0.0001116727"	"0.0007106187"	"8 / 490"	"8 / 20"
"GO:0005525"	"GTP binding"	"MF"	"ARF3 | RAC1 | RHO1 | YPT31"	"0.0001499812"	"0.0008868453"	"4 / 83"	"4 / 20"
"GO:0004012"	"phospholipid-translocating ATPase activity"	"MF"	"CDR1 | CDR2"	"0.0003034289"	"0.001528382"	"2 / 8"	"2 / 20"
"GO:0015238"	"drug transmembrane transporter activity"	"MF"	"CDR1 | CDR2"	"0.0005923851"	"0.002598851"	"2 / 11"	"2 / 20"
"GO:0008144"	"drug binding"	"MF"	"CDR1 | CDR2"	"0.000709414"	"0.002923646"	"2 / 12"	"2 / 20"
