"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0005548"	"phospholipid transporter activity"	"MF"	"CDR1 | CDR2"	"0.00002645379"	"0.0003246602"	"2 / 3"	"2 / 18"
"GO:0015244"	"fluconazole transporter activity"	"MF"	"CDR1 | CDR2"	"0.00002645379"	"0.0003246602"	"2 / 3"	"2 / 18"
"GO:0004012"	"phospholipid-translocating ATPase activity"	"MF"	"CDR1 | CDR2"	"0.0002446729"	"0.001738465"	"2 / 8"	"2 / 18"
"GO:0016887"	"ATPase activity"	"MF"	"CDR1 | CDR2 | PMA1"	"0.0003358328"	"0.002158925"	"3 / 46"	"3 / 18"
"GO:0015238"	"drug transmembrane transporter activity"	"MF"	"CDR1 | CDR2"	"0.0004780002"	"0.002481924"	"2 / 11"	"2 / 18"
"GO:0008144"	"drug binding"	"MF"	"CDR1 | CDR2"	"0.0005725614"	"0.002665372"	"2 / 12"	"2 / 18"
"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"	"MF"	"CDR1 | CDR2"	"0.001464756"	"0.005992185"	"2 / 19"	"2 / 18"
"GO:0005525"	"GTP binding"	"MF"	"ARF3 | RAC1 | RHO1"	"0.001893695"	"0.007101356"	"3 / 83"	"3 / 18"
"GO:0000166"	"nucleotide binding"	"MF"	"ARF3 | CDR1 | CDR2 | PMA1 | RAC1 | RHO1"	"0.002515775"	"0.00849074"	"6 / 490"	"6 / 18"
"GO:0008553"	"hydrogen-exporting ATPase activity, phosphorylative mechanism"	"MF"	"PMA1"	"0.003058104"	"0.009382819"	"1 / 1"	"1 / 18"
"GO:0042123"	"glucanosyltransferase activity"	"MF"	"PHR1"	"0.009147834"	"0.02421486"	"1 / 3"	"1 / 18"
"GO:0003843"	"1,3-beta-D-glucan synthase activity"	"MF"	"GSC1"	"0.01217951"	"0.02989516"	"1 / 4"	"1 / 18"
"GO:0000031"	"mannosylphosphate transferase activity"	"MF"	"MNT1"	"0.01520242"	"0.03310204"	"1 / 5"	"1 / 18"
"GO:0042124"	"1,3-beta-glucanosyltransferase activity"	"MF"	"PHR1"	"0.01821659"	"0.0361653"	"1 / 6"	"1 / 18"
"GO:0000026"	"alpha-1,2-mannosyltransferase activity"	"MF"	"MNT1"	"0.01821659"	"0.0361653"	"1 / 6"	"1 / 18"
