"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0006038"	"cell wall chitin biosynthetic process"	"BP"	"CHS2 | CaO19.4937 | CHS4 | GFA1"	"0.00004878242"	"0.0006676222"	"4 / 7"	"4 / 234"
"GO:0030448"	"hyphal growth"	"BP"	"ALS1 | CDC42 | CaO19.4937 | GFA1 | RAC1 | RHO1 | RHO3 | RSR1 | RVS167 | VAC8 | YCK2"	"0.0000552935"	"0.0007357108"	"11 / 75"	"11 / 234"
"GO:0016337"	"single organismal cell-cell adhesion"	"BP"	"ALS1 | CaO19.1816 | MNT1 | MNT2 | RBT1"	"0.0000810281"	"0.001048985"	"5 / 14"	"5 / 234"
"GO:0030010"	"establishment of cell polarity"	"BP"	"CDC42 | RAC1 | RHO1 | RHO3"	"0.00009486641"	"0.001195816"	"4 / 8"	"4 / 234"
"GO:0043710"	"cell adhesion involved in multi-species biofilm formation"	"BP"	"ALS1 | CaO19.1816 | MNT1 | MNT2"	"0.0001660418"	"0.00203"	"4 / 9"	"4 / 234"
"GO:0015903"	"fluconazole transport"	"BP"	"CDR1 | CDR2 | FLU1"	"0.0001695198"	"0.00203"	"3 / 4"	"3 / 234"
"GO:0055085"	"transmembrane transport"	"BP"	"ALP1 | CDR4 | DIP5 | FLU1 | GAP4 | GNP1 | HGT1 | HGT6 | HGT7 | MAL31 | MIR1 | MLT1 | orf19.3518 | PET9 | POR1 | SFC1 | SNQ2 | TOM40 | TPO2 | YMC1"	"0.0001780826"	"0.002080526"	"20 / 232"	"20 / 234"
"GO:0006032"	"chitin catabolic process"	"BP"	"CHT1 | CHT2 | CHT3"	"0.000412742"	"0.004034763"	"3 / 5"	"3 / 234"
"GO:0046618"	"drug export"	"BP"	"CDR1 | CDR2 | CDR4"	"0.000412742"	"0.004034763"	"3 / 5"	"3 / 234"
"GO:0030260"	"entry into host cell"	"BP"	"ALS1 | CaO19.1816 | KAR2"	"0.000412742"	"0.004034763"	"3 / 5"	"3 / 234"
"GO:0036187"	"cell growth mode switching, budding to filamentous"	"BP"	"CDC42 | ERG1 | GDA1 | RAC1 | SEC4"	"0.000527486"	"0.005053315"	"5 / 20"	"5 / 234"
"GO:0071555"	"cell wall organization"	"BP"	"BGL2 | CRH11 | ECM331 (CaO19.4255, ECM33) | MP65 | PGA4 | SUR7 | UTR2"	"0.0005851358"	"0.005495687"	"7 / 42"	"8 / 234"
"GO:0052391"	"induction by symbiont of defense-related host calcium ion flux"	"BP"	"SAP2 | SAP3 | SAP5"	"0.0008039819"	"0.007001951"	"3 / 6"	"3 / 234"
"GO:0006200"	"obsolete ATP catabolic process"	"BP"	"CDR1 | CDR2 | CDR4 | DBP2 | DBP3 | MLT1 | PMA1 | SNQ2 | SPF1 | TIF"	"0.0009075925"	"0.007763157"	"10 / 87"	"10 / 234"
"GO:0035690"	"cellular response to drug"	"BP"	"APL2 | ARF2 | CDR1 | CDR2 | DIP5 | ERG1 | ERG27 | ERG3 | GFA1 | GSC1 | HGT1 | HGT7 | KAR2 | NIP1 | PGA4 | PHR1 | PKC1 | PMT2 | RHO1 | SEC4 | SSR1 | YCK2 | YPT1"	"0.001163292"	"0.009302989"	"23 / 328"	"23 / 234"
"GO:0007109"	"cytokinesis, completion of separation"	"BP"	"CHT3 | ENG1"	"0.001242988"	"0.009302989"	"2 / 2"	"2 / 234"
"GO:0045117"	"azole transport"	"BP"	"CDR1 | CDR2"	"0.001242988"	"0.009302989"	"2 / 2"	"2 / 234"
"GO:0071383"	"cellular response to steroid hormone stimulus"	"BP"	"CDR1 | CDR2"	"0.001242988"	"0.009302989"	"2 / 2"	"2 / 234"
"GO:0019538"	"protein metabolic process"	"BP"	"SAP2 | SAP3 | SAP5"	"0.001370381"	"0.01009866"	"3 / 7"	"3 / 234"
"GO:0036178"	"filamentous growth of a population of unicellular organisms in response to neutral pH"	"BP"	"ALS1 | CHT2 | GDA1 | HGT1 | CaO19.2347 | OLE1 | PMT2 | SSU81 | SUR7"	"0.001447824"	"0.01050769"	"9 / 77"	"9 / 234"
"GO:0006493"	"protein O-linked glycosylation"	"BP"	"GDA1 | MNT1 | PMT2"	"0.003120515"	"0.0205915"	"3 / 9"	"3 / 234"
"GO:0006465"	"signal peptide processing"	"BP"	"SAP2 | SAP3 | SAP5"	"0.003120515"	"0.0205915"	"3 / 9"	"3 / 234"
"GO:0097502"	"mannosylation"	"BP"	"KTR4 | MNT1 | MNT2 | PMT2"	"0.003138161"	"0.0205915"	"4 / 18"	"4 / 234"
"GO:0044182"	"filamentous growth of a population of unicellular organisms"	"BP"	"ALO1 | ALS1 | CaO19.1816 | CDC42 | CHT1 | CHT2 | ERG3 | LAG1 | CaO19.2347 | MSB2 | PHR1 | RAC1 | RBT1 | RSR1 | SSU81"	"0.003582421"	"0.02101788"	"15 / 195"	"15 / 234"
"GO:0043708"	"cell adhesion involved in biofilm formation"	"BP"	"CaO19.1816 | RBT1"	"0.00364193"	"0.02101788"	"2 / 3"	"2 / 234"
"GO:0052155"	"modulation by symbiont of host cell-mediated immune response"	"BP"	"SAP5 | SAP9"	"0.00364193"	"0.02101788"	"2 / 3"	"2 / 234"
"GO:0006057"	"mannoprotein biosynthetic process"	"BP"	"MNT1 | MNT2"	"0.00364193"	"0.02101788"	"2 / 3"	"2 / 234"
"GO:0015833"	"peptide transport"	"BP"	"FLU1 | KAR2"	"0.00364193"	"0.02101788"	"2 / 3"	"2 / 234"
"GO:0006897"	"endocytosis"	"BP"	"CaO19.1816 | RVS167 | SUR7 | VPH1"	"0.003866416"	"0.02204778"	"4 / 19"	"4 / 234"
"GO:0030447"	"filamentous growth"	"BP"	"ALO1 | ALS1 | CDC42 | CDR2 | CHT1 | CHT2 | ECM331 (CaO19.4255, ECM33) | ERG1 | ERG3 | ERG5 | GDA1 | HGT1 | MLT1 | CaO19.2347 | MNT1 | MNT2 | MSB2 | NDH51 | OLE1 | PHR1 | RAC1 | RSR1 | SEC4 | SSU81 | SNQ2 | SUR7 | TIM50 | VAC8 | YKT6"	"0.003973249"	"0.02239043"	"29 / 492"	"30 / 234"
"GO:0000272"	"polysaccharide catabolic process"	"BP"	"CHT1 | CHT2 | CHT3"	"0.00434255"	"0.02418699"	"3 / 10"	"3 / 234"
"GO:0000902"	"cell morphogenesis"	"BP"	"CDC42 | ECM331 (CaO19.4255, ECM33) | RAC1 | SSU81"	"0.004701148"	"0.02588333"	"4 / 20"	"5 / 234"
"GO:0006633"	"fatty acid biosynthetic process"	"BP"	"ERG251 | ERG3 | OLE1 | SUR2"	"0.005649034"	"0.03028531"	"4 / 21"	"4 / 234"
"GO:1902600"	"hydrogen ion transmembrane transport"	"BP"	"COX2 | PMA1 | RIP1"	"0.005816802"	"0.03028531"	"3 / 11"	"3 / 234"
"GO:0006855"	"drug transmembrane transport"	"BP"	"CDR1 | CDR2 | FLU1"	"0.005816802"	"0.03028531"	"3 / 11"	"3 / 234"
"GO:0000032"	"cell wall mannoprotein biosynthetic process"	"BP"	"KTR4 | MNT1 | MNT2"	"0.005816802"	"0.03028531"	"3 / 11"	"3 / 234"
"GO:0006072"	"glycerol-3-phosphate metabolic process"	"BP"	"GPD2 | GUT2"	"0.00711434"	"0.0334095"	"2 / 4"	"2 / 234"
"GO:0006874"	"cellular calcium ion homeostasis"	"BP"	"SPF1 | YVC1"	"0.00711434"	"0.0334095"	"2 / 4"	"2 / 234"
"GO:0006031"	"chitin biosynthetic process"	"BP"	"CHS2 | GFA1"	"0.00711434"	"0.0334095"	"2 / 4"	"2 / 234"
"GO:0006636"	"unsaturated fatty acid biosynthetic process"	"BP"	"FAD2 | OLE1"	"0.00711434"	"0.0334095"	"2 / 4"	"2 / 234"
"GO:0036244"	"cellular response to neutral pH"	"BP"	"ALS1 | CHT2 | GDA1 | HGT1 | OLE1 | SSU81 | SUR7"	"0.007610947"	"0.03505427"	"7 / 65"	"7 / 234"
"GO:0044416"	"induction by symbiont of host defense response"	"BP"	"ALS1 | KAR2 | SAP2 | SAP5"	"0.00923353"	"0.04167151"	"4 / 24"	"4 / 234"
"GO:0044011"	"single-species biofilm formation on inanimate substrate"	"BP"	"ALS1 | CaO19.1816 | BGL2 | ECM331 (CaO19.4255, ECM33) | orf19.6883 | NDH51 | PHR1 | PMT2 | RBT1 | SPF1 | SUR7"	"0.009308668"	"0.04167151"	"11 / 138"	"12 / 234"
"GO:0034599"	"cellular response to oxidative stress"	"BP"	"ALO1 | CDR1 | CDR2 | GPX2 | SSU81 | SOD5"	"0.009507543"	"0.04205423"	"6 / 52"	"6 / 234"
"GO:0098655"	"cation transmembrane transport"	"BP"	"CRP1 | ENA21 | PMA1 | SPF1"	"0.01069418"	"0.04656829"	"4 / 25"	"4 / 234"
"GO:0051834"	"evasion or tolerance of defenses of other organism involved in symbiotic interaction"	"BP"	"MNT1 | MNT2"	"0.01158207"	"0.04866502"	"2 / 5"	"2 / 234"
"GO:0007114"	"cell budding"	"BP"	"CDC42 | RAC1"	"0.01158207"	"0.04866502"	"2 / 5"	"2 / 234"
"GO:0001558"	"regulation of cell growth"	"BP"	"CDC42 | RAC1"	"0.01158207"	"0.04866502"	"2 / 5"	"2 / 234"
"GO:0006865"	"amino acid transport"	"BP"	"ALP1 | GAP4 | GNP1"	"0.01186681"	"0.04900172"	"3 / 14"	"3 / 234"
"GO:0005886"	"plasma membrane"	"CC"	"ALO1 | ALP1 | ALS1 | CaO19.1816 | ATP20 | orf19.3335 | orf19.6553 | orf19.7307 | CDC42 | CDR1 | CDR2 | CDR4 | CRP1 | DIP5 | ECM331 (CaO19.4255, ECM33) | EMP24 | ERG1 | ERG251 | ERG3 | ERG5 | ERG9 | ERV25 | FLU1 | FRP3 | GAP4 | GSC1 | orf19.6082 | GUT2 | HGT1 | HGT6 | HGT7 | KAR2 | MIR1 | MLT1 | MNT1 | NCE102 | NDH51 | OST1 | PET9 | PGA4 | PGA45 | PGA52 | PHB1 | orf19.357 | PHM7 | PHR1 | PHR2 | PMA1 | PMT2 | POR1 | QCR2 | RAC1 | RHO1 | RHO3 | RIP1 | RSR1 | SAP9 | SEC4 | SEC63 | SFC1 | SSU81 | SLC1 | SNQ2 | SPF1 | SSH1 | SSR1 | STE24 | SUR7 | TIM50 | TOM40 | TOM70 | VPH1 | WBP1 | YCK2 | orf19.5669 | YHM1 | YPT1"	"6.387901e-46"	"3.059805e-43"	"77 / 324"	"78 / 234"
"GO:0016020"	"membrane"	"CC"	"ALO1 | ALP1 | ALS1 | CaO19.1816 | APL2 | APL4 | orf19.4758 | orf19.4805 | CDC42 | CDR1 | CDR2 | CDR4 | CHC1 | CHT2 | COX2 | CRH11 | DIP5 | ECM331 (CaO19.4255, ECM33) | EMP24 | ENA21 | ERG1 | ERG251 | ERG3 | orf19.3558 | ERV25 | FRP3 | GAP4 | GDA1 | GNP1 | GSC1 | HGT1 | HGT6 | HGT7 | HYR1 | KAR2 | KTR4 | LAG1 | MAL31 | MIR1 | MNN1 | MNN12 | CaO19.2347 | CaO19.3803 | CaO19.1995 | MNN26 | MNT1 | MNT2 | NCE102 | NDH51 | NPL4 | orf19.3518 | OLE1 | OST1 | PET9 | PGA4 | PGA45 | PGA52 | PHB1 | orf19.357 | PHM7 | PHR1 | PHR2 | PMA1 | PMT2 | POR1 | PTR22 | QCR2 | RAC1 | RBT1 | RHD3 | RHO1 | RHO3 | RIP1 | RSR1 | orf19.3799 | SAP9 | SEC4 | SFC1 | SSU81 | SLC1 | SNQ2 | SOD5 | SSH1 | SSR1 | STE24 | SUR2 | SUR7 | TIM50 | TRP5 | UTR2 | VAC8 | WBP1 | YHM1 | YKT6 | YMC1 | YWP1"	"1.09019e-34"	"2.611004e-32"	"96 / 732"	"97 / 234"
"GO:0005576"	"extracellular region"	"CC"	"ALS1 | CaO19.1816 | BGL2 | CHT1 | CHT2 | CHT3 | CRH11 | ECM331 (CaO19.4255, ECM33) | ENG1 | HEX1 | HYR1 | IFF11 | KAR2 | LIP4 | MNT1 | MP65 | MSB2 | OP4 | PGA4 | PGA45 | PHO100 | PHR1 | PLB1 | CaO19.6594 | RBT1 | RHD3 | SAP2 | SAP3 | SAP5 | SAP8 | SAP9 | SCW11 | SOD5 | SSR1 | TOS1 | UTR2 | YWP1"	"6.407482e-24"	"1.023061e-21"	"37 / 134"	"38 / 234"
"GO:0009986"	"cell surface"	"CC"	"ALS1 | CaO19.1816 | BGL2 | CDR1 | CDR2 | CHT2 | CHT3 | CRH11 | ECM331 (CaO19.4255, ECM33) | ENG1 | GPD2 | HYR1 | IFF11 | KAR2 | MSB2 | PGA4 | PGA45 | PHO100 | PHR1 | PHR2 | PLB1 | CaO19.6594 | PMA1 | RBT1 | RHD3 | SAP5 | SAP9 | SCW11 | SOD5 | SSR1 | TAL1 | TOS1 | UTR2 | YWP1"	"2.735192e-21"	"3.275392e-19"	"34 / 129"	"35 / 234"
"GO:0009277"	"fungal-type cell wall"	"CC"	"ALS1 | CaO19.1816 | BGL2 | CHT2 | CRH11 | ECM331 (CaO19.4255, ECM33) | HYR1 | IFF11 | KAR2 | PGA4 | PHR1 | PHR2 | PLB1 | PLB5 | RBT1 | RHD3 | RSR1 | SAP5 | SAP9 | SOD5 | SSR1 | TOS1 | UTR2 | YWP1"	"7.01346e-16"	"6.007097e-14"	"24 / 86"	"25 / 234"
"GO:0016021"	"integral component of membrane"	"CC"	"ALP1 | orf19.1054 | CDR1 | CDR2 | CDR4 | COX2 | CRP1 | DIP5 | EMP24 | EMP70 | ENA21 | ERG1 | ERG251 | ERG3 | ERG9 | orf19.3558 | ERV25 | FLU1 | GAP4 | GDA1 | GNP1 | HGT1 | HGT6 | HGT7 | LAG1 | MAL31 | MIR1 | MLT1 | MNN1 | MNN12 | CaO19.2347 | CaO19.3803 | CaO19.1995 | MNN26 | MNT1 | MNT2 | orf19.3518 | OLE1 | OST1 | PET9 | PMA1 | POR1 | PTR22 | orf19.3799 | SAP9 | SFC1 | SSU81 | SNQ2 | SPF1 | SUR2 | SUR7 | orf19.3060 | TIM50 | TPO2 | WBP1 | orf19.5669 | YHM1 | YKT6 | YMC1"	"7.524548e-16"	"6.007097e-14"	"59 / 547"	"59 / 234"
"GO:0046658"	"anchored component of plasma membrane"	"CC"	"CRH11 | ECM331 (CaO19.4255, ECM33) | FLO9 | PGA4 | PGA52 | PHR1 | PHR2 | PLB1 | CaO19.6594 | RHD3 | SAP5 | SAP9 | UTR2"	"5.766421e-15"	"3.94588e-13"	"13 / 20"	"14 / 234"
"GO:0005618"	"cell wall"	"CC"	"ALS1 | CaO19.1816 | BGL2 | CHT2 | CRH11 | ECM331 (CaO19.4255, ECM33) | ENG1 | HYR1 | IFF11 | MP65 | PGA4 | PGA45 | RBT1 | RHD3 | SAP9 | SOD5 | SSR1 | UTR2 | YWP1"	"5.77037e-12"	"2.764007e-10"	"19 / 75"	"20 / 234"
"GO:0030445"	"yeast-form cell wall"	"CC"	"ALS1 | CaO19.1816 | BGL2 | CHT2 | CRH11 | ECM331 (CaO19.4255, ECM33) | KAR2 | PGA4 | PGA45 | PHR1 | PHR2 | RHD3 | SSR1 | UTR2 | YWP1"	"9.419258e-12"	"4.101659e-10"	"15 / 44"	"16 / 234"
"GO:0030446"	"hyphal cell wall"	"CC"	"ALS1 | CaO19.1816 | CRH11 | ECM331 (CaO19.4255, ECM33) | HYR1 | KAR2 | PGA4 | PHR1 | PHR2 | PLB1 | PLB5 | RBT1 | RHD3 | SOD5 | TOS1 | UTR2 | YWP1"	"1.979319e-11"	"7.900781e-10"	"17 / 62"	"18 / 234"
"GO:0031225"	"anchored component of membrane"	"CC"	"ALS1 | CaO19.1816 | CHT2 | CRH11 | ECM331 (CaO19.4255, ECM33) | HYR1 | PGA4 | PGA45 | PGA52 | PHR1 | PHR2 | RBT1 | RHD3 | SAP5 | SAP9 | SOD5 | SSR1 | UTR2 | YWP1"	"4.003993e-10"	"1.475317e-8"	"19 / 94"	"20 / 234"
"GO:0005794"	"Golgi apparatus"	"CC"	"APL4 | ERV25 | GDA1 | MNN1 | MNN12 | CaO19.2347 | CaO19.3803 | CaO19.1995 | MNN26 | MNT1 | MNT2 | VPH1"	"3.917947e-7"	"0.000009383483"	"12 / 56"	"12 / 234"
"GO:0030428"	"cell septum"	"CC"	"CDC42 | CHS2 | CaO19.4937 | PHR1 | RAC1 | RSR1 | UTR2"	"0.000003260186"	"0.00006789692"	"7 / 20"	"7 / 234"
"GO:0045121"	"membrane raft"	"CC"	"CDR1 | CDR2 | PHR1 | PMA1 | SUR7"	"0.00001145605"	"0.0002032388"	"5 / 10"	"5 / 234"
"GO:0005783"	"endoplasmic reticulum"	"CC"	"orf19.2757 | ERG1 | ERG251 | ERG5 | ERG9 | ERO1 | ERV25 | NPL4 | OLE1 | OST1 | SSH1 | WBP1 | orf19.5669"	"0.00001967764"	"0.0003218593"	"13 / 93"	"13 / 234"
"GO:0000329"	"fungal-type vacuole membrane"	"CC"	"MLT1 | VPH1 | YVC1"	"0.000412742"	"0.004034763"	"3 / 5"	"3 / 234"
"GO:0005934"	"cellular bud tip"	"CC"	"CDC42 | RAC1 | RHO1 | SEC4"	"0.0005998328"	"0.005525383"	"4 / 12"	"4 / 234"
"GO:0031521"	"spitzenkorper"	"CC"	"CDC42 | RAC1 | SEC4"	"0.0008039819"	"0.007001951"	"3 / 6"	"3 / 234"
"GO:0009331"	"glycerol-3-phosphate dehydrogenase complex"	"CC"	"GPD2 | GUT2"	"0.00364193"	"0.02101788"	"2 / 3"	"2 / 234"
"GO:0031562"	"hyphal tip polarisome"	"CC"	"CDC42 | RAC1"	"0.00711434"	"0.0334095"	"2 / 4"	"2 / 234"
"GO:0032126"	"eisosome"	"CC"	"NCE102 | SUR7"	"0.00711434"	"0.0334095"	"2 / 4"	"2 / 234"
"GO:0030287"	"cell wall-bounded periplasmic space"	"CC"	"HEX1 | PHO100"	"0.01158207"	"0.04866502"	"2 / 5"	"2 / 234"
"GO:0070469"	"respiratory chain"	"CC"	"COX2 | QCR2 | RIP1"	"0.01186681"	"0.04900172"	"3 / 14"	"3 / 234"
"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"MF"	"BGL2 | CHT1 | CHT2 | CHT3 | CRH11 | HEX1 | MP65 | SCW11 | UTR2"	"3.916681e-7"	"0.000009383483"	"9 / 29"	"9 / 234"
"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"MF"	"BGL2 | CHT1 | CHT2 | CHT3 | CRH11 | ENG1 | HEX1 | MP65 | UTR2"	"5.425358e-7"	"0.00001237498"	"9 / 30"	"9 / 234"
"GO:0004620"	"phospholipase activity"	"MF"	"PLB1 | PLB2 | CaO19.6594 | CaO19.9017 | PLB5"	"0.000005897175"	"0.0001086441"	"5 / 9"	"5 / 234"
"GO:0004190"	"aspartic-type endopeptidase activity"	"MF"	"SAP2 | SAP3 | SAP5 | SAP8 | SAP9 | YPS7"	"0.00001618538"	"0.0002768855"	"6 / 17"	"6 / 234"
"GO:0042124"	"1,3-beta-glucanosyltransferase activity"	"MF"	"BGL2 | PGA4 | PHR1 | PHR2"	"0.00002150208"	"0.0003218593"	"4 / 6"	"4 / 234"
"GO:0016787"	"hydrolase activity"	"MF"	"BGL2 | CHT1 | CHT2 | CHT3 | CRH11 | CRP1 | DBP2 | DBP3 | ENA21 | ENG1 | GDA1 | HEX1 | IDI1 | LIP4 | MP65 | PHO100 | PLB1 | PMA1 | SAP2 | SAP3 | SAP5 | SAP8 | SAP9 | SCW11 | SPF1 | TIF | UTR2"	"0.0000333958"	"0.0004847451"	"27 / 331"	"27 / 234"
"GO:0042123"	"glucanosyltransferase activity"	"MF"	"BGL2 | PHR1 | PHR2"	"0.00004351726"	"0.0006130814"	"3 / 3"	"3 / 234"
"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"	"MF"	"CDR1 | CDR2 | CDR4 | MLT1 | SNQ2"	"0.0004072067"	"0.004034763"	"5 / 19"	"5 / 234"
"GO:0000031"	"mannosylphosphate transferase activity"	"MF"	"KTR4 | MNT1 | MNT2"	"0.000412742"	"0.004034763"	"3 / 5"	"3 / 234"
"GO:0008061"	"chitin binding"	"MF"	"CHT1 | CHT2 | CHT3"	"0.000412742"	"0.004034763"	"3 / 5"	"3 / 234"
"GO:0004568"	"chitinase activity"	"MF"	"CHT1 | CHT2 | CHT3"	"0.000412742"	"0.004034763"	"3 / 5"	"3 / 234"
"GO:0000026"	"alpha-1,2-mannosyltransferase activity"	"MF"	"CaO19.2347 | MNT1 | MNT2"	"0.0008039819"	"0.007001951"	"3 / 6"	"3 / 234"
"GO:0016887"	"ATPase activity"	"MF"	"CDR1 | CDR2 | CDR4 | MLT1 | PMA1 | SNQ2 | SPF1"	"0.001029925"	"0.008654983"	"7 / 46"	"7 / 234"
"GO:0017111"	"nucleoside-triphosphatase activity"	"MF"	"CDR1 | CDR2"	"0.001242988"	"0.009302989"	"2 / 2"	"2 / 234"
"GO:0045118"	"azole transporter activity"	"MF"	"CDR1 | CDR2"	"0.001242988"	"0.009302989"	"2 / 2"	"2 / 234"
"GO:0004623"	"phospholipase A2 activity"	"MF"	"PLB1 | PLB5"	"0.001242988"	"0.009302989"	"2 / 2"	"2 / 234"
"GO:0016757"	"transferase activity, transferring glycosyl groups"	"MF"	"APT1 | MNN1 | MNN12 | MNT1 | MNT2 | OST1 | WBP1"	"0.001918753"	"0.01371765"	"7 / 51"	"7 / 234"
"GO:0000030"	"mannosyltransferase activity"	"MF"	"KTR4 | MNT1 | MNT2 | PMT2"	"0.001972996"	"0.01389801"	"4 / 16"	"4 / 234"
"GO:0005525"	"GTP binding"	"MF"	"ARF2 | ARF3 | CDC42 | RAC1 | RHO1 | RHO3 | RSR1 | SEC4 | YPT1"	"0.002457555"	"0.01706042"	"9 / 83"	"9 / 234"
"GO:0019829"	"cation-transporting ATPase activity"	"MF"	"CRP1 | ENA21 | PMA1 | SPF1"	"0.002509424"	"0.01717163"	"4 / 17"	"4 / 234"
"GO:0015244"	"fluconazole transporter activity"	"MF"	"CDR1 | CDR2"	"0.00364193"	"0.02101788"	"2 / 3"	"2 / 234"
"GO:0004579"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"	"MF"	"OST1 | WBP1"	"0.00364193"	"0.02101788"	"2 / 3"	"2 / 234"
"GO:0004602"	"glutathione peroxidase activity"	"MF"	"orf19.86 | GPX2"	"0.00364193"	"0.02101788"	"2 / 3"	"2 / 234"
"GO:0005548"	"phospholipid transporter activity"	"MF"	"CDR1 | CDR2"	"0.00364193"	"0.02101788"	"2 / 3"	"2 / 234"
"GO:0015238"	"drug transmembrane transporter activity"	"MF"	"CDR1 | CDR2 | FLU1"	"0.005816802"	"0.03028531"	"3 / 11"	"3 / 234"
"GO:0016740"	"transferase activity"	"MF"	"APT1 | ERG9 | GFA1 | HPT1 | MNN1 | MNN12 | CaO19.2347 | CaO19.3803 | CaO19.1995 | MNN26 | MNT1 | MNT2 | OST1 | PGA4 | PKC1 | SNO1 | TAL1 | WBP1"	"0.007022594"	"0.0334095"	"18 / 271"	"18 / 234"
"GO:0004100"	"chitin synthase activity"	"MF"	"CHS2 | CaO19.4937"	"0.00711434"	"0.0334095"	"2 / 4"	"2 / 234"
"GO:0003756"	"protein disulfide isomerase activity"	"MF"	"orf19.2757 | ERO1"	"0.00711434"	"0.0334095"	"2 / 4"	"2 / 234"
"GO:0004338"	"glucan exo-1,3-beta-glucosidase activity"	"MF"	"BGL2 | ENG1"	"0.00711434"	"0.0334095"	"2 / 4"	"2 / 234"
"GO:0008144"	"drug binding"	"MF"	"CDR1 | CDR2 | SAP2"	"0.007555792"	"0.03505427"	"3 / 12"	"3 / 234"
