"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0007264"	"small GTPase mediated signal transduction"	"BP"	"ARF3 | CDC42 | RAC1 | RHO1 | RHO3 | SEC4 | YPT1 | YPT31"	"0.000065378"	"0.00091722"	"8 / 37"	"8 / 272"
"GO:0006633"	"fatty acid biosynthetic process"	"BP"	"ACC1 | orf19.6007 | ERG251 | OLE1 | SCS7 | SUR2"	"0.00010521"	"0.0013941"	"6 / 21"	"6 / 272"
"GO:0030010"	"establishment of cell polarity"	"BP"	"CDC42 | RAC1 | RHO1 | RHO3"	"0.00013579"	"0.0017506"	"4 / 8"	"4 / 272"
"GO:0071555"	"cell wall organization"	"BP"	"BGL2 | CRH11 | DFG5 | ECM33 | MCD4 | MP65 | PGA4 | SUR7"	"0.00016905"	"0.002122"	"8 / 42"	"8 / 272"
"GO:0009405"	"pathogenesis"	"BP"	"ALO1 | BGL2 | CDC42 | CaO19.4937 | CRH11 | ECM33 | FAD2 | FTR1 | GSC1 | IFF11 | KAR2 | MLT1 | MNT1 | MP65 | PGA4 | PHR1 | PHR2 | PMT1 | PMT4 | PMT5 | PMT6 | RAC1 | SAP9 | SEC4 | SPF1 | SSD1 | SUR7 | YVC1"	"0.00017353"	"0.0021224"	"28 / 350"	"28 / 272"
"GO:0006072"	"glycerol-3-phosphate metabolic process"	"BP"	"GPD1 | GPD2 | GUT2"	"0.00022297"	"0.0025941"	"3 / 4"	"3 / 272"
"GO:0006200"	"obsolete ATP catabolic process"	"BP"	"ADP1 | CDR1 | CDR2 | DED1 | DRS1 | MAK5 | MLT1 | PMA1 | SNQ2 | SPF1 | YCF1"	"0.00048155"	"0.0049934"	"11 / 87"	"11 / 272"
"GO:0055085"	"transmembrane transport"	"BP"	"AGC1 | ALP1 | GAP4 | GNP1 | HGT1 | HGT2 | HGT6 | HGT7 | MIR1 | MLT1 | orf19.3518 | PET9 | PHO84 | PHO91 | POR1 | RIM2 | SNQ2 | TOM40 | YCF1 | YMC1"	"0.00060007"	"0.0059294"	"20 / 232"	"20 / 272"
"GO:0044011"	"single-species biofilm formation on inanimate substrate"	"BP"	"ADH2 | BGL2 | ECM33 | NDH51 | PHR1 | PMT1 | PMT2 | PMT4 | PMT5 | PMT6 | RHR2 | SPF1 | SUR7 | VPS1"	"0.0008419"	"0.0077892"	"14 / 138"	"14 / 272"
"GO:0015986"	"ATP synthesis coupled proton transport"	"BP"	"ATP3 | ATP4 | ATP6 | ATP7"	"0.00084914"	"0.0077892"	"4 / 12"	"4 / 272"
"GO:0016126"	"sterol biosynthetic process"	"BP"	"ERG11 | ERG6 | HMG1"	"0.001052"	"0.0088035"	"3 / 6"	"3 / 272"
"GO:0006694"	"steroid biosynthetic process"	"BP"	"ERG11 | ERG26 | ERG6"	"0.001052"	"0.0088035"	"3 / 6"	"3 / 272"
"GO:0006754"	"ATP biosynthetic process"	"BP"	"ATP3 | ATP6 | PMA1"	"0.001052"	"0.0088035"	"3 / 6"	"3 / 272"
"GO:0045117"	"azole transport"	"BP"	"CDR1 | CDR2"	"0.0014941"	"0.011136"	"2 / 2"	"2 / 272"
"GO:0046168"	"glycerol-3-phosphate catabolic process"	"BP"	"GPD1 | GPD2"	"0.0014941"	"0.011136"	"2 / 2"	"2 / 272"
"GO:0071383"	"cellular response to steroid hormone stimulus"	"BP"	"CDR1 | CDR2"	"0.0014941"	"0.011136"	"2 / 2"	"2 / 272"
"GO:0030447"	"filamentous growth"	"BP"	"ALO1 | BNA4 | CDC42 | CDR2 | CHT1 | DFG5 | ECM33 | ERG1 | ERG11 | GDA1 | HGT1 | MLT1 | MNN9 | MNT1 | MSB2 | MYO2 | NDH51 | OLE1 | PHR1 | PMT1 | PMT4 | PMT5 | PMT6 | PSD1 | RAC1 | SEC4 | SNQ2 | SUR7 | TIM50 | VAC8 | VPS1 | YKT6"	"0.0022792"	"0.016227"	"32 / 492"	"32 / 272"
"GO:0036178"	"filamentous growth of a population of unicellular organisms in response to neutral pH"	"BP"	"GDA1 | HGT1 | OLE1 | PMT1 | PMT2 | PMT4 | PMT6 | PSD1 | SUR7"	"0.0027227"	"0.018418"	"9 / 77"	"9 / 272"
"GO:0009060"	"aerobic respiration"	"BP"	"orf19.875 | COX5 | NDH51"	"0.0027801"	"0.018418"	"3 / 8"	"3 / 272"
"GO:0006120"	"mitochondrial electron transport, NADH to ubiquinone"	"BP"	"orf19.2091 | NAD4 | NAD5"	"0.0027801"	"0.018418"	"3 / 8"	"3 / 272"
"GO:0036244"	"cellular response to neutral pH"	"BP"	"GDA1 | HGT1 | OLE1 | PMT1 | PMT4 | PMT6 | PSD1 | SUR7"	"0.0033608"	"0.02196"	"8 / 65"	"8 / 272"
"GO:0044117"	"growth of symbiont in host"	"BP"	"BGL2 | FTR1 | PHR1 | PMT1 | PMT5"	"0.0039525"	"0.025099"	"5 / 28"	"5 / 272"
"GO:0031589"	"cell-substrate adhesion"	"BP"	"PHR1 | PMT1 | PMT5"	"0.0040516"	"0.025099"	"3 / 9"	"3 / 272"
"GO:0005975"	"carbohydrate metabolic process"	"BP"	"BGL2 | CHT1 | CRH11 | GPD1 | GPD2 | MP65 | PGA4 | PHR1 | PHR2"	"0.0045392"	"0.026087"	"9 / 83"	"9 / 272"
"GO:0000902"	"cell morphogenesis"	"BP"	"CDC42 | ECM33 | MYO2 | RAC1"	"0.0065119"	"0.035703"	"4 / 20"	"4 / 272"
"GO:0000032"	"cell wall mannoprotein biosynthetic process"	"BP"	"KTR4 | MNN9 | MNT1"	"0.0075139"	"0.040604"	"3 / 11"	"3 / 272"
"GO:0030448"	"hyphal growth"	"BP"	"CDC42 | CaO19.4937 | RAC1 | RHO1 | RHO3 | SSO2 | VAC8 | YCK2"	"0.0080719"	"0.040604"	"8 / 75"	"8 / 272"
"GO:0006636"	"unsaturated fatty acid biosynthetic process"	"BP"	"FAD2 | OLE1"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0015903"	"fluconazole transport"	"BP"	"CDR1 | CDR2"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0035435"	"phosphate ion transmembrane transport"	"BP"	"MIR1 | PHO84"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0006874"	"cellular calcium ion homeostasis"	"BP"	"SPF1 | YVC1"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0042773"	"ATP synthesis coupled electron transport"	"BP"	"NAD4 | NAD5"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0006826"	"iron ion transport"	"BP"	"FTR1 | FTR2"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0006817"	"phosphate ion transport"	"BP"	"MIR1 | PHO84"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0009306"	"protein secretion"	"BP"	"SEC4 | SSO2 | YPT1"	"0.0097355"	"0.044227"	"3 / 12"	"3 / 272"
"GO:0005886"	"plasma membrane"	"CC"	"ADH2 | AGC1 | ALO1 | ALP1 | ATP3 | ATP4 | ATP7 | BNA4 | orf19.3290 | orf19.6062 | orf19.6435 | orf19.1480 | orf19.1549 | orf19.1691 | orf19.2091 | orf19.7307 | CBR1 | CDC42 | CDR1 | CDR2 | COX13 | COX4 | COX5 | CRC1 | CTP1 | CYT1 | DFG5 | ECM33 | ERG1 | ERG11 | ERG251 | ERG6 | ERV25 | GAP4 | GSC1 | orf19.6082 | GUT2 | HGT1 | HGT2 | HGT6 | HGT7 | HMG1 | HMX1 | KAR2 | MIR1 | MLT1 | MNN9 | MNT1 | NDE1 | NDH51 | NUC2 | OST1 | PAM17 | PET9 | PGA4 | PGA45 | PGA52 | PHB2 | PHM7 | PHO88 | PHR1 | PHR2 | PMA1 | PMT1 | PMT2 | PMT4 | PMT5 | POR1 | QCR2 | QCR7 | RAC1 | RHO1 | RHO3 | RIM2 | RIP1 | SAP9 | SCO1 | orf19.4468 | SEC4 | SEC61 | SEC63 | SNQ2 | SPC2 | SPF1 | STE24 | STT3 | SUR7 | TIM22 | TIM50 | TOM40 | TOM70 | VMA5 | VPH1 | WBP1 | YCK2 | YHM1 | YHM2 | YPT1"	"8.8824e-67"	"4.2369e-64"	"98 / 324"	"98 / 272"
"GO:0016020"	"membrane"	"CC"	"ADP1 | AGC1 | ALG2 | ALO1 | ALP1 | ATP6 | BNA4 | orf19.6007 | orf19.6318 | orf19.1480 | orf19.1549 | orf19.1682 | orf19.1691 | CBR1 | CDC42 | CDR1 | CDR2 | COX13 | COX2 | CRC1 | CRH11 | CTP1 | CWH8 | DFG5 | ECM33 | ENA21 | ERG1 | ERG11 | ERG251 | ERG4 | orf19.3558 | ERV25 | FTR1 | FTR2 | GAP4 | GDA1 | GNP1 | GSC1 | HGT1 | HGT2 | HGT6 | HGT7 | KAR2 | KTR4 | MCD4 | MIR1 | MNN9 | MNT1 | NAD4 | NAD5 | NDH51 | NUC2 | orf19.3518 | OLE1 | OST1 | orf19.6565 | PAM17 | PAM18 | CaO19.3767 | PET9 | PGA4 | PGA45 | PGA52 | PHB2 | PHM7 | PHO84 | PHO91 | PHR1 | PHR2 | PMA1 | PMT1 | PMT2 | PMT4 | PMT5 | PMT6 | POR1 | PTR22 | QCR2 | QCR7 | RAC1 | RHO1 | RHO3 | RIM2 | RIP1 | orf19.3799 | SAP9 | SCS7 | SEC4 | SEC61 | SNQ2 | SSO2 | STE24 | STT3 | SUR2 | SUR7 | TIM22 | TIM50 | URA1 | VAC8 | WBP1 | YHM1 | YHM2 | YKT6 | YMC1 | YME1 | orf19.2057"	"1.0377e-38"	"2.475e-36"	"106 / 732"	"106 / 272"
"GO:0016021"	"integral component of membrane"	"CC"	"AGC1 | ALG2 | ALP1 | ATP6 | orf19.1054 | orf19.6007 | orf19.1691 | CBR1 | CDR1 | CDR2 | COX2 | CRC1 | CTP1 | EMP70 | ENA21 | ERG1 | ERG11 | ERG251 | orf19.3558 | ERV25 | GAP4 | GDA1 | GNP1 | HGT1 | HGT2 | HGT6 | HGT7 | HMG1 | MCD4 | MIR1 | MLT1 | MNN9 | MNT1 | NAD4 | NAD5 | orf19.3518 | OLE1 | OST1 | orf19.6565 | PAM17 | PAM18 | CaO19.3767 | PET9 | PHO84 | PMA1 | PMT1 | POR1 | PTR22 | RIM2 | orf19.3799 | SAP9 | orf19.4468 | SEC61 | SNQ2 | SPC2 | SPF1 | SUR2 | SUR7 | orf19.3060 | TIM22 | TIM50 | URA1 | WBP1 | YCF1 | YHM1 | YHM2 | YKT6 | YMC1 | orf19.2057"	"3.9092e-20"	"6.2156e-18"	"69 / 547"	"69 / 272"
"GO:0005743"	"mitochondrial inner membrane"	"CC"	"ATP6 | orf19.6435 | COX13 | COX2 | NAD5 | PAM17 | PAM18 | PET9 | QCR2 | QCR7 | SCO1 | TIM50 | URA1 | YIM1"	"5.4971e-9"	"3.7459e-7"	"14 / 52"	"14 / 272"
"GO:0045121"	"membrane raft"	"CC"	"CDR1 | CDR2 | FMP45 | PHR1 | PMA1 | SUR7"	"5.8359e-7"	"0.000023198"	"6 / 10"	"6 / 272"
"GO:0009986"	"cell surface"	"CC"	"ADH2 | BGL2 | CDR1 | CDR2 | CRH11 | ECM33 | FTR1 | GPD2 | IFF11 | KAR2 | MSB2 | PGA4 | PGA45 | PHR1 | PHR2 | PMA1 | SAP9 | SDH2"	"0.0000018837"	"0.000059901"	"18 / 129"	"18 / 272"
"GO:0005783"	"endoplasmic reticulum"	"CC"	"ALG2 | CBR1 | orf19.5300 | ERG1 | ERG11 | ERG251 | ERO1 | ERV25 | MCD4 | OLE1 | OST1 | PMT1 | SCS7 | SEC61 | WBP1"	"0.0000022149"	"0.000066032"	"15 / 93"	"15 / 272"
"GO:0030445"	"yeast-form cell wall"	"CC"	"ADH2 | BGL2 | CRH11 | ECM33 | KAR2 | PGA4 | PGA45 | PHR1 | PHR2 | SDH2"	"0.000004863"	"0.00012887"	"10 / 44"	"10 / 272"
"GO:0046658"	"anchored component of plasma membrane"	"CC"	"CRH11 | ECM33 | PGA4 | PGA52 | PHR1 | PHR2 | SAP9"	"0.0000060119"	"0.00014338"	"7 / 20"	"7 / 272"
"GO:0070469"	"respiratory chain"	"CC"	"COX2 | NAD4 | NAD5 | QCR2 | QCR7 | RIP1"	"0.0000073194"	"0.00015821"	"6 / 14"	"6 / 272"
"GO:0005739"	"mitochondrion"	"CC"	"ALO1 | ATP6 | BNA4 | CBR1 | COX13 | COX2 | MIR1 | MSS116 | NAD4 | NAD5 | NDE1 | PAM17 | PAM18 | POR1 | QCR2 | QCR7 | RIP1 | TIM50 | URA1"	"0.000039968"	"0.00068088"	"19 / 175"	"19 / 272"
"GO:0005934"	"cellular bud tip"	"CC"	"CDC42 | MYO2 | RAC1 | RHO1 | SEC4"	"0.000052904"	"0.00082953"	"5 / 12"	"5 / 272"
"GO:0009331"	"glycerol-3-phosphate dehydrogenase complex"	"CC"	"GPD1 | GPD2 | GUT2"	"0.000057389"	"0.00082953"	"3 / 3"	"3 / 272"
"GO:0005576"	"extracellular region"	"CC"	"ADH2 | BGL2 | CHT1 | CRH11 | DFG5 | ECM33 | IFF11 | KAR2 | MNT1 | MP65 | MSB2 | PGA4 | PGA45 | PHR1 | SAP9"	"0.00018794"	"0.0022412"	"15 / 134"	"15 / 272"
"GO:0009277"	"fungal-type cell wall"	"CC"	"ADH2 | BGL2 | CRH11 | DFG5 | ECM33 | IFF11 | KAR2 | PGA4 | PHR1 | PHR2 | SAP9"	"0.00043524"	"0.0046135"	"11 / 86"	"11 / 272"
"GO:0000329"	"fungal-type vacuole membrane"	"CC"	"MLT1 | VPH1 | YVC1"	"0.00054147"	"0.0054953"	"3 / 5"	"3 / 272"
"GO:0000276"	"mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)"	"CC"	"ATP4 | ATP6 | ATP7"	"0.001052"	"0.0088035"	"3 / 6"	"3 / 272"
"GO:0031521"	"spitzenkorper"	"CC"	"CDC42 | RAC1 | SEC4"	"0.001052"	"0.0088035"	"3 / 6"	"3 / 272"
"GO:0033101"	"cellular bud membrane"	"CC"	"FMP45 | PHR1"	"0.0014941"	"0.011136"	"2 / 2"	"2 / 272"
"GO:0005741"	"mitochondrial outer membrane"	"CC"	"BNA4 | CBR1 | POR1 | TOM40"	"0.0021362"	"0.015676"	"4 / 15"	"4 / 272"
"GO:0005618"	"cell wall"	"CC"	"BGL2 | CRH11 | DFG5 | ECM33 | IFF11 | MP65 | PGA4 | PGA45 | SAP9"	"0.0022665"	"0.016227"	"9 / 75"	"9 / 272"
"GO:0005747"	"mitochondrial respiratory chain complex I"	"CC"	"orf19.2091 | NAD4 | NAD5"	"0.0027801"	"0.018418"	"3 / 8"	"3 / 272"
"GO:0005740"	"mitochondrial envelope"	"CC"	"COX4 | orf19.4468"	"0.0043677"	"0.025407"	"2 / 3"	"2 / 272"
"GO:0005751"	"mitochondrial respiratory chain complex IV"	"CC"	"COX13 | COX2"	"0.0043677"	"0.025407"	"2 / 3"	"2 / 272"
"GO:0030428"	"cell septum"	"CC"	"CDC42 | CaO19.4937 | PHR1 | RAC1"	"0.0065119"	"0.035703"	"4 / 20"	"4 / 272"
"GO:0033573"	"high-affinity iron permease complex"	"CC"	"FTR1 | FTR2"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0031562"	"hyphal tip polarisome"	"CC"	"CDC42 | RAC1"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0001411"	"hyphal tip"	"CC"	"CDC42 | MYO2 | RAC1 | RHO1 | SEC8"	"0.0092699"	"0.04335"	"5 / 34"	"5 / 272"
"GO:0030446"	"hyphal cell wall"	"CC"	"ADH2 | CRH11 | ECM33 | KAR2 | PGA4 | PHR1 | PHR2"	"0.0095696"	"0.044227"	"7 / 62"	"7 / 272"
"GO:0031225"	"anchored component of membrane"	"CC"	"CRH11 | DFG5 | ECM33 | PGA4 | PGA45 | PGA52 | PHR1 | PHR2 | SAP9"	"0.010183"	"0.045822"	"9 / 94"	"9 / 272"
"GO:0000030"	"mannosyltransferase activity"	"MF"	"KTR4 | MNN9 | MNT1 | PMT1 | PMT2 | PMT4 | PMT5 | PMT6"	"4.4177e-8"	"0.0000026341"	"8 / 16"	"8 / 272"
"GO:0004169"	"dolichyl-phosphate-mannose-protein mannosyltransferase activity"	"MF"	"PMT1 | PMT2 | PMT4 | PMT5 | PMT6"	"8.3587e-8"	"0.0000036246"	"5 / 5"	"5 / 272"
"GO:0016491"	"oxidoreductase activity"	"MF"	"ADH2 | ALO1 | BNA4 | orf19.6066 | orf19.2091 | orf19.6233 | orf19.7307 | CBR1 | COX2 | ERG1 | ERG11 | ERG251 | ERG26 | GDH3 | GPD1 | GPD2 | GPX2 | GUT2 | HMG1 | NAD4 | NAD5 | NDE1 | NUC2 | OLE1 | RIP1 | SCS7 | SDH12 | SDH2 | SUR2 | URA1 | YIM1"	"7.2986e-7"	"0.00002678"	"31 / 309"	"31 / 272"
"GO:0042124"	"1,3-beta-glucanosyltransferase activity"	"MF"	"BGL2 | PGA4 | PHR1 | PHR2"	"0.000030949"	"0.0005678"	"4 / 6"	"4 / 272"
"GO:0015078"	"hydrogen ion transmembrane transporter activity"	"MF"	"ATP4 | ATP6 | ATP7 | VMA5 | VPH1"	"0.000052904"	"0.00082953"	"5 / 12"	"5 / 272"
"GO:0042123"	"glucanosyltransferase activity"	"MF"	"BGL2 | PHR1 | PHR2"	"0.000057389"	"0.00082953"	"3 / 3"	"3 / 272"
"GO:0004129"	"cytochrome-c oxidase activity"	"MF"	"COX13 | COX2 | COX4 | COX5"	"0.000070019"	"0.00095427"	"4 / 7"	"4 / 272"
"GO:0005525"	"GTP binding"	"MF"	"ARF3 | CDC42 | NOG1 | RAC1 | RHO1 | RHO3 | SEC4 | SRP101 | VPS1 | YPT1 | YPT31"	"0.00031809"	"0.0035443"	"11 / 83"	"11 / 272"
"GO:0005215"	"transporter activity"	"MF"	"HGT1 | HGT2 | HGT6 | HGT7 | PET9 | PHO84 | PHO91 | PTR22"	"0.00032694"	"0.0035443"	"8 / 46"	"8 / 272"
"GO:0016887"	"ATPase activity"	"MF"	"ADP1 | CDR1 | CDR2 | MLT1 | PMA1 | SNQ2 | SPF1 | YCF1"	"0.00032694"	"0.0035443"	"8 / 46"	"8 / 272"
"GO:0008137"	"NADH dehydrogenase (ubiquinone) activity"	"MF"	"orf19.2091 | NAD4 | NAD5 | NDE1 | NDH51"	"0.00062154"	"0.0059294"	"5 / 19"	"5 / 272"
"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"	"MF"	"CDR1 | CDR2 | MLT1 | SNQ2 | YCF1"	"0.00062154"	"0.0059294"	"5 / 19"	"5 / 272"
"GO:0045118"	"azole transporter activity"	"MF"	"CDR1 | CDR2"	"0.0014941"	"0.011136"	"2 / 2"	"2 / 272"
"GO:0004367"	"glycerol-3-phosphate dehydrogenase [NAD+] activity"	"MF"	"GPD1 | GPD2"	"0.0014941"	"0.011136"	"2 / 2"	"2 / 272"
"GO:0017111"	"nucleoside-triphosphatase activity"	"MF"	"CDR1 | CDR2"	"0.0014941"	"0.011136"	"2 / 2"	"2 / 272"
"GO:0051537"	"2 iron, 2 sulfur cluster binding"	"MF"	"orf19.2091 | RIP1 | SDH2"	"0.0027801"	"0.018418"	"3 / 8"	"3 / 272"
"GO:0004222"	"metalloendopeptidase activity"	"MF"	"STE24 | YME1 | orf19.2057"	"0.0040516"	"0.025099"	"3 / 9"	"3 / 272"
"GO:0016651"	"oxidoreductase activity, acting on NAD(P)H"	"MF"	"orf19.3290 | NDH51 | NUC2"	"0.0040516"	"0.025099"	"3 / 9"	"3 / 272"
"GO:0015244"	"fluconazole transporter activity"	"MF"	"CDR1 | CDR2"	"0.0043677"	"0.025407"	"2 / 3"	"2 / 272"
"GO:0004579"	"dolichyl-diphosphooligosaccharide-protein glycotransferase activity"	"MF"	"OST1 | WBP1"	"0.0043677"	"0.025407"	"2 / 3"	"2 / 272"
"GO:0005548"	"phospholipid transporter activity"	"MF"	"CDR1 | CDR2"	"0.0043677"	"0.025407"	"2 / 3"	"2 / 272"
"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"MF"	"BGL2 | CHT1 | CRH11 | DFG5 | MP65"	"0.0053818"	"0.030561"	"5 / 30"	"5 / 272"
"GO:0046933"	"proton-transporting ATP synthase activity, rotational mechanism"	"MF"	"ATP3 | ATP4 | ATP6"	"0.0056239"	"0.03156"	"3 / 10"	"3 / 272"
"GO:0000104"	"succinate dehydrogenase activity"	"MF"	"orf19.1480 | SDH2"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0005381"	"iron ion transmembrane transporter activity"	"MF"	"FTR1 | FTR2"	"0.0085124"	"0.040604"	"2 / 4"	"2 / 272"
"GO:0005506"	"iron ion binding"	"MF"	"CYT1 | ERG11 | ERG251 | OLE1 | SCS7 | SUR2"	"0.0089838"	"0.042428"	"6 / 47"	"6 / 272"
"GO:0008144"	"drug binding"	"MF"	"CDR1 | CDR2 | ERG11"	"0.0097355"	"0.044227"	"3 / 12"	"3 / 272"
"GO:0022857"	"transmembrane transporter activity"	"MF"	"HGT1 | HGT2 | HGT6 | HGT7 | PHO84"	"0.010482"	"0.046728"	"5 / 35"	"5 / 272"
"GO:0009055"	"electron carrier activity"	"MF"	"orf19.1480 | orf19.2091 | CYT1 | SDH2"	"0.010868"	"0.047561"	"4 / 23"	"4 / 272"
"GO:0022891"	"substrate-specific transmembrane transporter activity"	"MF"	"HGT1 | HGT2 | HGT6 | HGT7"	"0.010868"	"0.047561"	"4 / 23"	"4 / 272"
