"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0034605"	"cellular response to heat"	"BP"	"BMH1 | CCT7 | HSP104 | HSP60 | HSP78 | HSP90 | MET6 | SRV2 | HSP70 | TPS1 | TPS2"	"0.000010973"	"0.00021202"	"11 / 53"	"11 / 295"
"GO:0006730"	"one-carbon metabolic process"	"BP"	"SAH1 | SAM2 | SHM1 | SHM2"	"0.000015865"	"0.00027152"	"4 / 5"	"4 / 295"
"GO:0006414"	"translational elongation"	"BP"	"ANB1 | CAM1-1 (CAM1, CAM1-1) | CEF3 | EFT2 | RPP0 | TUF1"	"0.000032355"	"0.0005238"	"6 / 16"	"7 / 295"
"GO:0009636"	"response to toxic substance"	"BP"	"MCR1 | HSP70 | SSA2 | YHB1"	"0.000045992"	"0.00070639"	"4 / 6"	"4 / 295"
"GO:0042176"	"regulation of protein catabolic process"	"BP"	"RPN1 | RPN2 | RPN3"	"0.000077584"	"0.0011065"	"3 / 3"	"3 / 295"
"GO:0006094"	"gluconeogenesis"	"BP"	"ENO1 | PGI1 | PYC2 | TPI1"	"0.0001037"	"0.0014118"	"4 / 7"	"4 / 295"
"GO:0006950"	"response to stress"	"BP"	"HSP60 | HSP78 | HSP90 | MSI3 | HSP70 | SSA2 | SSC1 | TPS1"	"0.0001323"	"0.0017265"	"8 / 37"	"8 / 295"
"GO:0015991"	"ATP hydrolysis coupled proton transport"	"BP"	"ATP1 | ATP2 | TFP1 | VMA2 | VMA4"	"0.00013412"	"0.0017265"	"5 / 13"	"5 / 295"
"GO:0050790"	"regulation of catalytic activity"	"BP"	"ASC1 | GDI1 | RDI1 | RPN1 | RPN2 | RPN3"	"0.00013547"	"0.0017265"	"6 / 20"	"6 / 295"
"GO:0043039"	"tRNA aminoacylation"	"BP"	"CaO19.5746 | FRS2 | GLN4 | THS1"	"0.00020044"	"0.0024126"	"4 / 8"	"4 / 295"
"GO:0006164"	"purine nucleotide biosynthetic process"	"BP"	"ADE12 | ADE17 | GUA1 | IMH3"	"0.00020044"	"0.0024126"	"4 / 8"	"4 / 295"
"GO:0015992"	"proton transport"	"BP"	"ATP1 | ATP2 | ATP6 | TFP1 | VMA2"	"0.00020139"	"0.0024126"	"5 / 14"	"5 / 295"
"GO:0006913"	"nucleocytoplasmic transport"	"BP"	"GSP1 | orf19.3681 | YRB1"	"0.00030049"	"0.0031577"	"3 / 4"	"3 / 295"
"GO:0005992"	"trehalose biosynthetic process"	"BP"	"TPS1 | TPS2 | UGP1"	"0.00030049"	"0.0031577"	"3 / 4"	"3 / 295"
"GO:0044262"	"cellular carbohydrate metabolic process"	"BP"	"CIT1 | CaO19.7481 | MDH1-1"	"0.00030049"	"0.0031577"	"3 / 4"	"3 / 295"
"GO:0009298"	"GDP-mannose biosynthetic process"	"BP"	"SRB1 | PMM1 | PSA2"	"0.00030049"	"0.0031577"	"3 / 4"	"3 / 295"
"GO:0006184"	"obsolete GTP catabolic process"	"BP"	"CEF3 | EFT2 | GCD11 | GSP1 | SAR1 | TUB1 | TUB2 | TUF1"	"0.00039764"	"0.0039735"	"8 / 43"	"8 / 295"
"GO:0006098"	"pentose-phosphate shunt"	"BP"	"GND1 | orf19.1355 | TAL1 | TPI1"	"0.00056168"	"0.0054265"	"4 / 10"	"4 / 295"
"GO:0008152"	"metabolic process"	"BP"	"ACO1 | ACS1 | ACS2 | ALD5 | ARD | ARO1 | ASN1 | orf19.7297 | orf19.7328 | CAR2 | CDC48 | CDC60 | orf19.2175 | DBP5 | DPM1 | ECM4 | ERG10 | ERG13 | FAS1 | FAS2 | FUM12 | GPM1 | KGD1 | LAT1 | LSC2 | PDA1 | PDB1 | PMM1 | SAR1 | SER33 | SNZ1 | orf19.6507 | TKL1 | TPI1 | TPS2 | TRP5 | UGP1"	"0.00091576"	"0.0081872"	"37 / 511"	"37 / 295"
"GO:0006754"	"ATP biosynthetic process"	"BP"	"ATP1 | ATP2 | ATP6"	"0.0014088"	"0.011636"	"3 / 6"	"3 / 295"
"GO:0006450"	"regulation of translational fidelity"	"BP"	"orf19.6701 | ILS1 | VAS1"	"0.0014088"	"0.011636"	"3 / 6"	"3 / 295"
"GO:0006002"	"fructose 6-phosphate metabolic process"	"BP"	"PFK1 | PFK2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0051085"	"chaperone mediated protein folding requiring cofactor"	"BP"	"HSP104 | HSP78"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0006563"	"L-serine metabolic process"	"BP"	"SHM1 | SHM2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0006085"	"acetyl-CoA biosynthetic process"	"BP"	"ACS1 | ACS2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0046210"	"nitric oxide catabolic process"	"BP"	"MCR1 | YHB1"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0006177"	"GMP biosynthetic process"	"BP"	"GUA1 | IMH3"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0019427"	"acetyl-CoA biosynthetic process from acetate"	"BP"	"ACS1 | ACS2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0006811"	"ion transport"	"BP"	"ATP1 | ATP2 | ATP6 | TFP1 | VMA2"	"0.0019989"	"0.012603"	"5 / 22"	"5 / 295"
"GO:0030163"	"protein catabolic process"	"BP"	"RPT1 | RPT4 | RPT5 | RPT6"	"0.0030812"	"0.018456"	"4 / 15"	"4 / 295"
"GO:0008652"	"cellular amino acid biosynthetic process"	"BP"	"ARO1 | ASN1 | HOM6 | ILV5 | MET6 | PRO3"	"0.0044099"	"0.026154"	"6 / 37"	"6 / 295"
"GO:0045761"	"regulation of adenylate cyclase activity"	"BP"	"ACT1 | SRV2"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0006544"	"glycine metabolic process"	"BP"	"SHM1 | SHM2"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0006166"	"purine ribonucleoside salvage"	"BP"	"APT1 | MEU1"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0006432"	"phenylalanyl-tRNA aminoacylation"	"BP"	"FRS1 | FRS2"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0070370"	"cellular heat acclimation"	"BP"	"HSP104 | HSP78"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0042274"	"ribosomal small subunit biogenesis"	"BP"	"RPS7A | SUB2"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0051258"	"protein polymerization"	"BP"	"TUB1 | TUB2"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0002181"	"cytoplasmic translation"	"BP"	"RPS1 (RPS1, RPS10) | RPS7A"	"0.0053229"	"0.027021"	"2 / 3"	"3 / 295"
"GO:0052565"	"response to defense-related host nitric oxide production"	"BP"	"MCR1 | YHB1"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0006520"	"cellular amino acid metabolic process"	"BP"	"AAT21 | CYS4 | GDH2 | HOM6"	"0.0062424"	"0.03116"	"4 / 18"	"4 / 295"
"GO:0006886"	"intracellular protein transport"	"BP"	"orf19.1672 | GSP1 | orf19.3681 | SAR1 | SEC21 | SEC23 | SEC24 | SEC26"	"0.0073838"	"0.035935"	"8 / 67"	"8 / 295"
"GO:0016192"	"vesicle-mediated transport"	"BP"	"orf19.1672 | ERV25 | SAR1 | SEC21 | SEC23 | SEC24 | SEC26"	"0.0093559"	"0.044833"	"7 / 56"	"7 / 295"
"GO:0071500"	"cellular response to nitrosative stress"	"BP"	"MCR1 | YHB1"	"0.010345"	"0.046245"	"2 / 4"	"2 / 295"
"GO:0035999"	"tetrahydrofolate interconversion"	"BP"	"SHM1 | SHM2"	"0.010345"	"0.046245"	"2 / 4"	"2 / 295"
"GO:0006108"	"malate metabolic process"	"BP"	"CaO19.7481 | MDH1-1"	"0.010345"	"0.046245"	"2 / 4"	"2 / 295"
"GO:0006072"	"glycerol-3-phosphate metabolic process"	"BP"	"GPD1 | GUT2"	"0.010345"	"0.046245"	"2 / 4"	"2 / 295"
"GO:0006541"	"glutamine metabolic process"	"BP"	"GUA1 | URA7"	"0.010345"	"0.046245"	"2 / 4"	"2 / 295"
"GO:0005737"	"cytoplasm"	"CC"	"ACH1 | ACT1 | ADE12 | ADE5,7 | ADK1 | CaO19.5746 | ANB1 | APT1 | ARO1 | ASC1 | orf19.3341 | orf19.6701 | CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | CDC19 | CEF3 | orf19.1672 | CYP1 | CYS4 | DBP5 | DED81 | DHH1 | DPS1-1 | ECM4 | EFT2 | ENO1 | ERF1 | FBA1 | FRS1 | FRS2 | GLN4 | GPD1 | GPM1 | GRS1 | GUA1 | HSP60 | HSP90 | HXK2 | ILS1 | IMH3 | IPP1 | KRS1 | CaO19.7481 | MES1 | MEU1 | SRB1 | MRF1 | MSI3 | NMT1 | PDC11 | PFK1 | PFK2 | PGI1 | PGK1 | PMM1 | PRT1 | PRX1 | RDI1 | YST1 | RPS1 (RPS1, RPS10) | RPT1 | RPT4 | RPT5 | RPT6 | SAH1 | SEC21 | SEC23 | SEC24 | SEC26 | SES1 | SHM2 | SNZ1 | orf19.5682 | HSP70 | SSA2 | TAL1 | TCP1 | TDH3 | THS1 | TPI1 | TUB1 | UGP1 | URA6 | YHB1 | YRB1"	"8.9504e-44"	"5.3613e-41"	"89 / 393"	"90 / 295"
"GO:0009986"	"cell surface"	"CC"	"ACT1 | ADH1 | ATP1 | ATP2 | BMH1 | CDC19 | CDC48 | CEF3 | CSP37 | EFT2 | ENO1 | FBA1 | GPH1 | GPM1 | HSP104 | HSP78 | HSP90 | MET6 | SRB1 | PDC11 | PDI1 | PGK1 | PRX1 | PSA2 | RPL10 | RPL13 | RPL17B | RPL19A | RPL20B | RPL3 | RPL4B | RPS6A | RPS7A | RPS8A | SAM2 | HSP70 | SSA2 | SSB1 | SSC1 | SSZ1 | TAL1 | TDH3 | TKL1 | TPI1 | UGP1"	"3.0269e-30"	"6.0437e-28"	"45 / 129"	"45 / 295"
"GO:0005840"	"ribosome"	"CC"	"RPL10 | RPL10A | RPL11 | RPL12 | RPL13 | RPL15A | RPL16A | RPL17B | RPL18 | RPL19A | RPL20B | RPL21A | RPL23A | RPL3 | RPL4B | RPL5 | RPL9B | RPP0 | YST1 | RPS1 (RPS1, RPS10) | RPS12 | RPS15 | RPS18 | RPS20 | RPS21 | RPS23A | RPS24 | RPS26A | RPS3 | RPS5 | RPS6A | RPS7A | RPS8A"	"3.1501e-24"	"3.1449e-22"	"33 / 84"	"34 / 295"
"GO:0030529"	"ribonucleoprotein complex"	"CC"	"RPL10A | RPL11 | RPL12 | RPL13 | RPL15A | RPL16A | RPL17B | RPL18 | RPL20B | RPL23A | RPL3 | RPP0 | YST1 | RPS1 (RPS1, RPS10) | RPS12 | RPS15 | RPS18 | RPS21 | RPS23A | RPS24 | RPS3 | RPS5 | RPS6A | RPS8A"	"6.1998e-16"	"4.6421e-14"	"24 / 72"	"25 / 295"
"GO:0030446"	"hyphal cell wall"	"CC"	"ADH1 | AHP1 | ATP1 | CDC19 | CSP37 | ENO1 | FBA1 | GPH1 | GPM1 | HSP90 | IPP1 | MET6 | PDC11 | PGK1 | PRX1 | SAM2 | HSP70 | SSA2 | TDH3 | TPI1 | XYL2"	"3.0778e-14"	"2.0485e-12"	"21 / 62"	"21 / 295"
"GO:0005622"	"intracellular"	"CC"	"ENO1 | RPL10 | RPL11 | RPL13 | RPL15A | RPL17B | RPL18 | RPL19A | RPL21A | RPL3 | RPL5 | RPL9B | RPP0 | YST1 | RPS1 (RPS1, RPS10) | RPS12 | RPS18 | RPS20 | RPS23A | RPS24 | RPS26A | RPS6A | RPS7A | RPS8A | SAR1 | TUF1"	"3.1377e-11"	"1.3425e-9"	"26 / 132"	"27 / 295"
"GO:0030445"	"yeast-form cell wall"	"CC"	"ADH1 | BMH1 | CDC19 | CEF3 | EFT2 | ENO1 | SRB1 | PSA2 | RPS6A | HSP70 | SSB1 | SSC1 | TDH3 | TKL1 | UGP1"	"1.488e-10"	"5.5707e-9"	"15 / 44"	"15 / 295"
"GO:0015935"	"small ribosomal subunit"	"CC"	"YST1 | RPS15 | RPS20 | RPS21 | RPS23A | RPS3 | RPS5"	"2.6116e-8"	"7.4494e-7"	"7 / 10"	"7 / 295"
"GO:0033178"	"proton-transporting two-sector ATPase complex, catalytic domain"	"CC"	"ATP1 | ATP2 | TFP1 | VMA2 | VMA4"	"1.3845e-7"	"0.0000033173"	"5 / 5"	"5 / 295"
"GO:0005829"	"cytosol"	"CC"	"ACH1 | ACS1 | ACS2 | ENO1 | GND1 | HXK2 | RPS1 (RPS1, RPS10) | HSP70 | TRX1 | YNK1"	"0.0000021688"	"0.000044797"	"10 / 37"	"11 / 295"
"GO:0009277"	"fungal-type cell wall"	"CC"	"ADH1 | ENO1 | FBA1 | GPM1 | HSP90 | MET6 | PGK1 | PRT1 | PRX1 | HSP70 | SSA2 | SSB1 | TDH3 | TPI1"	"0.000013864"	"0.00025952"	"14 / 86"	"14 / 295"
"GO:0005886"	"plasma membrane"	"CC"	"ADH1 | ATP1 | ATP2 | BMH1 | orf19.3335 | CDC19 | CDC48 | CEF3 | CSP37 | DPM1 | EFT2 | ENO1 | ERV25 | FBA1 | GUT2 | HSP90 | SRB1 | PDC11 | PGK1 | PSA2 | SAM2 | SEC26 | HSP70 | SSA2 | SSB1 | SSC1 | TDH3 | TKL1 | UGP1 | VMA2"	"0.000043273"	"0.00068212"	"30 / 324"	"30 / 295"
"GO:0022627"	"cytosolic small ribosomal subunit"	"CC"	"YST1 | RPS1 (RPS1, RPS10) | RPS7A"	"0.000077584"	"0.0011065"	"3 / 3"	"4 / 295"
"GO:0000502"	"proteasome complex"	"CC"	"RPN1 | RPN2 | RPN3 | RPN7"	"0.00056168"	"0.0054265"	"4 / 10"	"4 / 295"
"GO:0030126"	"COPI vesicle coat"	"CC"	"orf19.1672 | SEC21 | SEC26"	"0.00072742"	"0.0068974"	"3 / 5"	"3 / 295"
"GO:0031410"	"cytoplasmic vesicle"	"CC"	"SAR1 | SEC21 | SEC23 | SEC24 | SEC26"	"0.00074846"	"0.0068974"	"5 / 18"	"5 / 295"
"GO:0005945"	"6-phosphofructokinase complex"	"CC"	"PFK1 | PFK2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0030663"	"COPI-coated vesicle membrane"	"CC"	"SEC21 | SEC26"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0045298"	"tubulin complex"	"CC"	"TUB1 | TUB2"	"0.001826"	"0.011636"	"2 / 2"	"2 / 295"
"GO:0005794"	"Golgi apparatus"	"CC"	"orf19.1672 | orf19.2175 | ERV25 | SAR1 | SEC21 | SEC23 | SEC24 | SEC26"	"0.0024089"	"0.014575"	"8 / 56"	"8 / 295"
"GO:0030686"	"90S preribosome"	"CC"	"YST1 | RPS7A"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0009331"	"glycerol-3-phosphate dehydrogenase complex"	"CC"	"GPD1 | GUT2"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0043234"	"protein complex"	"CC"	"TUB1 | TUB2"	"0.0053229"	"0.027021"	"2 / 3"	"2 / 295"
"GO:0015934"	"large ribosomal subunit"	"CC"	"RPL10A | RPL16A | RPL17B"	"0.0053757"	"0.027059"	"3 / 9"	"3 / 295"
"GO:0000139"	"Golgi membrane"	"CC"	"orf19.1672 | SEC21 | SEC26"	"0.0074389"	"0.035935"	"3 / 10"	"3 / 295"
"GO:0000144"	"cellular bud neck septin ring"	"CC"	"CDC12 | CDC3"	"0.010345"	"0.046245"	"2 / 4"	"2 / 295"
"GO:0033180"	"proton-transporting V-type ATPase, V1 domain"	"CC"	"TFP1 | VMA2"	"0.010345"	"0.046245"	"2 / 4"	"2 / 295"
"GO:0032126"	"eisosome"	"CC"	"LSP1 | PIL1"	"0.010345"	"0.046245"	"2 / 4"	"2 / 295"
"GO:0000166"	"nucleotide binding"	"MF"	"ACS1 | ACS2 | ACT1 | ADE12 | ADK1 | CaO19.5746 | ARO1 | ASN1 | ATP1 | ATP2 | orf19.3341 | orf19.4931 | orf19.6701 | CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | CDC12 | CDC19 | CDC3 | CDC48 | CEF3 | DBP5 | DED81 | DHH1 | DPS1-1 | EFT2 | FRS1 | FRS2 | GCD11 | GLN1 | GLN4 | GRS1 | GSP1 | GUA1 | HSP104 | HSP60 | HSP78 | HSP90 | HXK2 | ILS1 | IMH3 | KRE30 | KRS1 | MES1 | SRB1 | MSI3 | PFK1 | PFK2 | PGK1 | PRT1 | RLI1 | RPS24 | RPT1 | RPT4 | RPT5 | RPT6 | SAM2 | SAR1 | SES1 | HSP70 | SSA2 | SSB1 | SSC1 | SSZ1 | TCP1 | TFP1 | THS1 | TUB1 | TUB2 | TUF1 | UBA1 | URA6 | URA7 | VAS1 | YNK1"	"1.2052e-26"	"1.8047e-24"	"78 / 490"	"78 / 295"
"GO:0003735"	"structural constituent of ribosome"	"MF"	"RPL10 | RPL10A | RPL11 | RPL12 | RPL13 | RPL15A | RPL16A | RPL17B | RPL18 | RPL19A | RPL20B | RPL21A | RPL23A | RPL3 | RPL4B | RPL5 | RPL9B | RPP0 | YST1 | RPS1 (RPS1, RPS10) | RPS12 | RPS15 | RPS18 | RPS20 | RPS21 | RPS23A | RPS24 | RPS26A | RPS3 | RPS5 | RPS6A | RPS7A | RPS8A"	"7.6985e-25"	"9.2228e-23"	"33 / 81"	"34 / 295"
"GO:0005524"	"ATP binding"	"MF"	"ACS1 | ACS2 | ACT1 | ADE5,7 | ADK1 | CaO19.5746 | ARO1 | ASN1 | ATP1 | ATP2 | orf19.3341 | orf19.4931 | orf19.6701 | CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | CDC19 | CDC48 | CEF3 | DAK2 | DBP5 | DED81 | DHH1 | DPS1-1 | FRS1 | FRS2 | GLN1 | GLN4 | GRS1 | GUA1 | HSP104 | HSP60 | HSP78 | HSP90 | HXK2 | ILS1 | KRE30 | KRS1 | MES1 | MIS11 | MSI3 | PFK1 | PFK2 | PGK1 | PYC2 | RLI1 | RPT1 | RPT4 | RPT5 | RPT6 | SAM2 | SES1 | HSP70 | SSA2 | SSB1 | SSC1 | SSZ1 | SUB2 | TCP1 | TFP1 | THS1 | UBA1 | URA6 | URA7 | VAS1 | VMA2 | YNK1"	"8.5901e-22"	"7.3506e-20"	"70 / 473"	"70 / 295"
"GO:0004812"	"aminoacyl-tRNA ligase activity"	"MF"	"CaO19.5746 | orf19.3341 | orf19.4931 | orf19.6701 | CDC60 | DED81 | DPS1-1 | FRS2 | GLN4 | GRS1 | ILS1 | KRS1 | MES1 | SES1 | THS1 | VAS1"	"1.56e-13"	"8.4949e-12"	"16 / 35"	"16 / 295"
"GO:0003824"	"catalytic activity"	"MF"	"AAT21 | ACH1 | ACS1 | ACS2 | ADE17 | ADE5,7 | ADE6 | ARO1 | ARO3 | orf19.7297 | CAR2 | CDC19 | orf19.2175 | ERG10 | ERG13 | FAS1 | FAS2 | FBA1 | FUM12 | GAD1 | GLN1 | GPM1 | IMH3 | LSC2 | CaO19.7481 | MDH1-1 | MEU1 | MIS11 | MLS1 | PDB1 | PDC11 | PMM1 | PYC2 | SHM1 | SHM2 | SNZ1 | TAL1 | TKL1 | TPI1 | TPS1 | TPS2 | TRP5 | UBA1"	"6.5025e-12"	"3.101e-10"	"43 / 319"	"43 / 295"
"GO:0016874"	"ligase activity"	"MF"	"ACS1 | ACS2 | ADE12 | CaO19.5746 | ASN1 | orf19.3341 | DED81 | DPS1-1 | GLN1 | GLN4 | GUA1 | PYC2 | SES1 | UBA1 | URA7"	"3.8086e-9"	"1.2007e-7"	"15 / 54"	"15 / 295"
"GO:0016491"	"oxidoreductase activity"	"MF"	"ADH1 | ADH5 | AHP1 | ALD5 | ARD | ARO1 | orf19.2244 | CCP1 | orf19.2175 | GDH2 | GND1 | GPD1 | GUT2 | HOM6 | IDH1 | IDH2 | IDP2 | IFR2 | ILV5 | IMH3 | LYS9 | MCR1 | CaO19.7481 | MDH1-1 | MRF1 | NCP1 | PDA1 | PRO3 | PRX1 | PST3 | RNR21 | TDH3 | XYL2 | YHB1 | YIM1"	"7.7283e-8"	"0.0000021042"	"35 / 309"	"35 / 295"
"GO:0051082"	"unfolded protein binding"	"MF"	"CCT3 | orf19.2720 | CCT5 | CCT6 | CCT7 | CCT8 | HSP90 | SIS1 | SSC1 | TCP1"	"1.1502e-7"	"0.0000029955"	"10 / 28"	"10 / 295"
"GO:0016740"	"transferase activity"	"MF"	"AAT21 | ADK1 | APT1 | ARO1 | CDC19 | CIT1 | orf19.1672 | DPM1 | FAS1 | FAS2 | GPH1 | HXK2 | LAT1 | MET6 | MEU1 | MLS1 | SRB1 | NMT1 | PFK1 | PFK2 | PGK1 | SAM2 | SHM1 | SHM2 | TAL1 | TKL1 | TPS1 | UGP1 | URA6 | YNK1"	"0.0000011812"	"0.000025268"	"30 / 271"	"30 / 295"
"GO:0016616"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"MF"	"GND1 | GPD1 | IDH1 | IDH2 | IDP2 | ILV5 | CaO19.7481 | MDH1-1 | SER33"	"0.0000049468"	"0.00009877"	"9 / 32"	"9 / 295"
"GO:0000287"	"magnesium ion binding"	"MF"	"ADE12 | CDC19 | ENO1 | FAS2 | FRS1 | IDH1 | IDH2 | IDP2 | IPP1 | PDC11"	"0.000014665"	"0.0002662"	"10 / 45"	"10 / 295"
"GO:0016820"	"hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances"	"MF"	"ATP1 | ATP2 | TFP1 | VMA2"	"0.000015865"	"0.00027152"	"4 / 5"	"4 / 295"
"GO:0005515"	"protein binding"	"MF"	"ADH1 | ENO1 | FBA1 | GPM1 | PGK1 | PRX1 | TDH3"	"0.000016845"	"0.00028027"	"7 / 21"	"7 / 295"
"GO:0030234"	"enzyme regulator activity"	"MF"	"RPN1 | RPN2 | RPN3"	"0.000077584"	"0.0011065"	"3 / 3"	"3 / 295"
"GO:0003746"	"translation elongation factor activity"	"MF"	"ANB1 | CAM1-1 (CAM1, CAM1-1) | CEF3 | EFT2 | TUF1"	"0.00008551"	"0.0011912"	"5 / 12"	"6 / 295"
"GO:0003723"	"RNA binding"	"MF"	"CaO19.5746 | ANB1 | orf19.5627 | CEF3 | DBP5 | DHH1 | FRS1 | PRT1 | RPL10A | RPS15 | RPS18 | RPS20 | RPS21 | RPS3 | RPS5 | orf19.5281 | SUI2"	"0.00024106"	"0.0028313"	"17 / 152"	"17 / 295"
"GO:0005200"	"structural constituent of cytoskeleton"	"MF"	"ACT1 | TUB1 | TUB2"	"0.00030049"	"0.0031577"	"3 / 4"	"3 / 295"
"GO:0042623"	"ATPase activity, coupled"	"MF"	"HSP104 | HSP78 | HSP90"	"0.00030049"	"0.0031577"	"3 / 4"	"3 / 295"
"GO:0003924"	"GTPase activity"	"MF"	"CEF3 | EFT2 | GCD11 | GSP1 | SAR1 | TUB1 | TUB2 | TUF1"	"0.0003359"	"0.003469"	"8 / 42"	"8 / 295"
"GO:0016853"	"isomerase activity"	"MF"	"CYP1 | CYP5 | GPM1 | PDI1 | PGI1 | PMM1 | TPI1"	"0.00039802"	"0.0039735"	"7 / 33"	"7 / 295"
"GO:0005525"	"GTP binding"	"MF"	"ADE12 | CDC12 | CDC3 | EFT2 | GCD11 | GSP1 | SRB1 | SAR1 | TUB1 | TUB2 | TUF1"	"0.00074412"	"0.0068974"	"11 / 83"	"11 / 295"
"GO:0030170"	"pyridoxal phosphate binding"	"MF"	"AAT21 | orf19.7297 | CAR2 | CYS4 | GAD1 | GPH1 | SHM1 | SHM2"	"0.00085982"	"0.0078035"	"8 / 48"	"8 / 295"
