"GO ID"	"GO name"	"GO namespace"	"Gene ID(s)"	"Exact p-value"	"Adjusted p-value"	"# genes / category"	"# genes / input"
"GO:0005886"	"plasma membrane"	"CC"	"CaO19.1816 | orf19.3335 | CDC42 | CDR1 | CDR2 | CEF3 | CRL1 | CTR1 | DCW1 | ECM33 | EFT2 | EXG2 | FRE10 | GAP4 | GSC1 | HGT1 | HGT6 | HGT7 | HSP30 | MIR1 | MNT1 | NCE102 | PGA4 | PGA52 | PHM7 | PHR1 | PHR2 | PMA1 | POR1 | RAC1 | RAS1 | RHO1 | RHO3 | RSR1 | SAP9 | SEC4 | SIT1 | SMF3 | SUR7 | VPH1 | YCK2 | YPT1"	"4.7893e-20"	"6.9604e-18"	"42 / 324"	"42 / 167"
"GO:0005576"	"extracellular region"	"CC"	"CaO19.1816 | ALS4 | BGL2 | CHT2 | CRH11 | ECM33 | ENG1 | EXG2 | HYR1 | MNT1 | MP65 | MSB2 | PGA4 | PHR1 | CaO19.6594 | RBT1 | SAP5 | SAP6 | SAP9 | SCW11 | SIM1 | SOD5 | SUN41 | TOS1 | UBI3 | XOG1 | YWP1"	"6.4933e-18"	"7.0777e-16"	"27 / 134"	"27 / 167"
"GO:0009277"	"fungal-type cell wall"	"CC"	"CaO19.1816 | ALS4 | BGL2 | CHT2 | CRH11 | ECM33 | HYR1 | PGA4 | PHR1 | PHR2 | PLB5 | RAS1 | RBT1 | RSR1 | SAP5 | SAP9 | SIM1 | SOD5 | TOS1 | YWP1"	"9.5537e-15"	"6.9423e-13"	"20 / 86"	"20 / 167"
"GO:0046658"	"anchored component of plasma membrane"	"CC"	"CRH11 | ECM33 | EXG2 | PGA4 | PGA52 | PHR1 | PHR2 | CaO19.6594 | SAP5 | SAP9 | XOG1"	"2.0808e-13"	"9.0725e-12"	"11 / 20"	"11 / 167"
"GO:0005618"	"cell wall"	"CC"	"CaO19.1816 | BGL2 | CHT2 | CRH11 | ECM33 | ENG1 | HYR1 | MP65 | PGA4 | RBT1 | SAP9 | SIM1 | SOD5 | SUN41 | XOG1 | YWP1"	"2.1979e-11"	"8.7115e-10"	"16 / 75"	"16 / 167"
"GO:0030445"	"yeast-form cell wall"	"CC"	"CaO19.1816 | ALS4 | BGL2 | CEF3 | CHT2 | CRH11 | ECM33 | EFT2 | PGA4 | PHR1 | PHR2 | YWP1"	"3.6794e-10"	"1.0695e-8"	"12 / 44"	"12 / 167"
"GO:0031225"	"anchored component of membrane"	"CC"	"CaO19.1816 | CHT2 | CRH11 | DCW1 | ECM33 | EXG2 | HYR1 | PGA4 | PGA52 | PHR1 | PHR2 | RBT1 | SAP5 | SAP9 | SOD5 | YWP1"	"7.8887e-10"	"2.1497e-8"	"16 / 94"	"16 / 167"
"GO:0030446"	"hyphal cell wall"	"CC"	"CaO19.1816 | CRH11 | ECM33 | GPH1 | HYR1 | PGA4 | PHR1 | PHR2 | PLB5 | RBT1 | SOD5 | TOS1 | YWP1"	"2.3042e-9"	"5.5812e-8"	"13 / 62"	"13 / 167"
"GO:0045121"	"membrane raft"	"CC"	"CDR1 | CDR2 | FMP45 | PHR1 | PMA1 | SUR7"	"4.0694e-8"	"8.0648e-7"	"6 / 10"	"6 / 167"
"GO:0030428"	"cell septum"	"CC"	"CDC42 | CHS2 | CaO19.4937 | PHR1 | RAC1 | RAS1 | RSR1"	"2.9606e-7"	"0.0000053785"	"7 / 20"	"7 / 167"
"GO:0005934"	"cellular bud tip"	"CC"	"CDC42 | CRL1 | RAC1 | RHO1 | SEC4"	"0.0000060367"	"0.000087733"	"5 / 12"	"5 / 167"
"GO:0016021"	"integral component of membrane"	"CC"	"BMT3 | orf19.1054 | orf19.4780 | CDR1 | CDR2 | CFL2 | CTR1 | EMP70 | ENA21 | FRE10 | GAP4 | HGT1 | HGT6 | HGT7 | HSP30 | MIR1 | MNT1 | MNT2 | NCR1 | CaO19.3767 | PMA1 | POR1 | orf19.3799 | SAP9 | SUR7 | TVP18 | VCX1 | YCF1 | YKT6 | ZRT2"	"0.000021453"	"0.00028471"	"30 / 547"	"30 / 167"
"GO:0005794"	"Golgi apparatus"	"CC"	"ARF1 | MNT1 | MNT2 | CaO19.3767 | SEC23 | SEC24 | TVP18 | VPH1"	"0.00006134"	"0.00072282"	"8 / 56"	"8 / 167"
"GO:0031521"	"spitzenkorper"	"CC"	"CDC42 | RAC1 | SEC4"	"0.00028309"	"0.0028964"	"3 / 6"	"3 / 167"
"GO:0005622"	"intracellular"	"CC"	"ARF1 | ARF2 | ARF3 | CDC42 | CRL1 | RAC1 | RHO1 | RPL18 | SAP5 | SAP6 | UBI3"	"0.00039614"	"0.0037547"	"11 / 132"	"11 / 167"
"GO:0033101"	"cellular bud membrane"	"CC"	"FMP45 | PHR1"	"0.00061116"	"0.0046748"	"2 / 2"	"2 / 167"
"GO:0032126"	"eisosome"	"CC"	"NCE102 | SUR7"	"0.0035484"	"0.016522"	"2 / 4"	"2 / 167"
"GO:0031562"	"hyphal tip polarisome"	"CC"	"CDC42 | RAC1"	"0.0035484"	"0.016522"	"2 / 4"	"2 / 167"
"GO:0000131"	"incipient cellular bud site"	"CC"	"RAS1 | RSR1 | SEC4"	"0.0035621"	"0.016522"	"3 / 13"	"3 / 167"
"GO:0005935"	"cellular bud neck"	"CC"	"CDC42 | RAC1 | RAS1 | RSR1"	"0.0053253"	"0.02393"	"4 / 29"	"4 / 167"
"GO:0030127"	"COPII vesicle coat"	"CC"	"SEC23 | SEC24"	"0.0058179"	"0.02393"	"2 / 5"	"2 / 167"
"GO:0000329"	"fungal-type vacuole membrane"	"CC"	"VPH1 | YVC1"	"0.0058179"	"0.02393"	"2 / 5"	"2 / 167"
"GO:0033179"	"proton-transporting V-type ATPase, V0 domain"	"CC"	"VMA6 | VPH1"	"0.0058179"	"0.02393"	"2 / 5"	"2 / 167"
"GO:0031410"	"cytoplasmic vesicle"	"CC"	"SEC23 | SEC24 | SEC4"	"0.0092818"	"0.035813"	"3 / 18"	"3 / 167"
"GO:0001411"	"hyphal tip"	"CC"	"CDC42 | CRL1 | RAC1 | RHO1"	"0.0094505"	"0.036144"	"4 / 34"	"4 / 167"
"GO:0016798"	"hydrolase activity, acting on glycosyl bonds"	"MF"	"BGL2 | orf19.7214 | CHT2 | CRH11 | DCW1 | ENG1 | EXG2 | MP65 | SIM1 | SUN41 | XOG1"	"5.4699e-11"	"1.9874e-9"	"11 / 30"	"11 / 167"
"GO:0005525"	"GTP binding"	"MF"	"ARF1 | ARF2 | ARF3 | CDC42 | CRL1 | EFT2 | GPA2 | GSP1 | RAC1 | RAS1 | RHO1 | RHO3 | RSR1 | SEC4 | YPT1 | YPT31"	"1.122e-10"	"3.7631e-9"	"16 / 83"	"16 / 167"
"GO:0004553"	"hydrolase activity, hydrolyzing O-glycosyl compounds"	"MF"	"BGL2 | orf19.7214 | CHT2 | CRH11 | EXG2 | GLC3 | MP65 | SCW11 | XOG1"	"1.8232e-8"	"3.9745e-7"	"9 / 29"	"9 / 167"
"GO:0003924"	"GTPase activity"	"MF"	"ARF2 | CEF3 | CRL1 | EFT2 | GPA2 | GSP1 | RAS1 | RHO1 | RHO3 | SEC4"	"4.8321e-8"	"9.16e-7"	"10 / 42"	"10 / 167"
"GO:0004338"	"glucan exo-1,3-beta-glucosidase activity"	"MF"	"BGL2 | ENG1 | EXG2 | XOG1"	"3.6356e-7"	"0.0000063406"	"4 / 4"	"4 / 167"
"GO:0000166"	"nucleotide binding"	"MF"	"ACC1 | ADP1 | ARF1 | ARF2 | ARF3 | orf19.3341 | CDC42 | CDR1 | CDR2 | CEF3 | CRL1 | EFT2 | ENA21 | GPA2 | GSP1 | GUA1 | HXK2 | PMA1 | RAC1 | RAS1 | RHO1 | RHO3 | RSR1 | SEC4 | TIF | VAS1 | YCF1 | YCK2 | YPT1 | YPT31"	"0.0000023385"	"0.000039215"	"30 / 490"	"30 / 167"
"GO:0042124"	"1,3-beta-glucanosyltransferase activity"	"MF"	"BGL2 | PGA4 | PHR1 | PHR2"	"0.0000052449"	"0.000078855"	"4 / 6"	"4 / 167"
"GO:0042123"	"glucanosyltransferase activity"	"MF"	"BGL2 | PHR1 | PHR2"	"0.000014957"	"0.00021036"	"3 / 3"	"3 / 167"
"GO:0004871"	"signal transducer activity"	"MF"	"CRL1 | GPA2 | RAS1 | RHO1 | RSR1"	"0.000030721"	"0.00038269"	"5 / 16"	"5 / 167"
"GO:0050839"	"cell adhesion molecule binding"	"MF"	"CaO19.1816 | RBT1 | XOG1"	"0.00028309"	"0.0028964"	"3 / 6"	"3 / 167"
"GO:0016787"	"hydrolase activity"	"MF"	"ASM3 | BGL2 | orf19.7214 | CHT2 | CRH11 | DCW1 | ENA21 | ENG1 | EXG2 | MP65 | PMA1 | SAP5 | SAP6 | SAP9 | SCW11 | SIM1 | SUN41 | TIF | XOG1"	"0.00048114"	"0.0044182"	"19 / 331"	"19 / 167"
"GO:0003825"	"alpha,alpha-trehalose-phosphate synthase (UDP-forming) activity"	"MF"	"TPS1 | TPS3"	"0.00061116"	"0.0046748"	"2 / 2"	"2 / 167"
"GO:0045118"	"azole transporter activity"	"MF"	"CDR1 | CDR2"	"0.00061116"	"0.0046748"	"2 / 2"	"2 / 167"
"GO:0017111"	"nucleoside-triphosphatase activity"	"MF"	"CDR1 | CDR2"	"0.00061116"	"0.0046748"	"2 / 2"	"2 / 167"
"GO:0004190"	"aspartic-type endopeptidase activity"	"MF"	"SAP5 | SAP6 | SAP9 | YPS7"	"0.00067223"	"0.0049676"	"4 / 17"	"4 / 167"
"GO:0046873"	"metal ion transmembrane transporter activity"	"MF"	"ZRT1 | ZRT2 | orf19.1534"	"0.00076413"	"0.0055527"	"3 / 8"	"3 / 167"
"GO:0016887"	"ATPase activity"	"MF"	"ADP1 | CDR1 | CDR2 | CEF3 | PMA1 | YCF1"	"0.00086838"	"0.0062068"	"6 / 46"	"6 / 167"
"GO:0004620"	"phospholipase activity"	"MF"	"CaO19.6594 | CaO19.9017 | PLB5"	"0.0011254"	"0.0074346"	"3 / 9"	"3 / 167"
"GO:0015244"	"fluconazole transporter activity"	"MF"	"CDR1 | CDR2"	"0.0018036"	"0.0097081"	"2 / 3"	"2 / 167"
"GO:0005548"	"phospholipid transporter activity"	"MF"	"CDR1 | CDR2"	"0.0018036"	"0.0097081"	"2 / 3"	"2 / 167"
"GO:0008144"	"drug binding"	"MF"	"CDR1 | CDR2 | EFT2"	"0.0027905"	"0.014313"	"3 / 12"	"3 / 167"
"GO:0004100"	"chitin synthase activity"	"MF"	"CHS2 | CaO19.4937"	"0.0035484"	"0.016522"	"2 / 4"	"2 / 167"
"GO:0000031"	"mannosylphosphate transferase activity"	"MF"	"MNT1 | MNT2"	"0.0058179"	"0.02393"	"2 / 5"	"2 / 167"
"GO:0016757"	"transferase activity, transferring glycosyl groups"	"MF"	"BMT3 | GPH1 | MNT1 | MNT2 | TPS1"	"0.0082309"	"0.033539"	"5 / 51"	"5 / 167"
"GO:0000026"	"alpha-1,2-mannosyltransferase activity"	"MF"	"MNT1 | MNT2"	"0.0085853"	"0.033722"	"2 / 6"	"2 / 167"
"GO:0030985"	"high molecular weight kininogen binding"	"MF"	"CaO19.1816 | HYR1"	"0.0085853"	"0.033722"	"2 / 6"	"2 / 167"
"GO:0016874"	"ligase activity"	"MF"	"ACC1 | orf19.3341 | GUA1 | RSP5 | UBC4"	"0.010445"	"0.039601"	"5 / 54"	"5 / 167"
"GO:0042626"	"ATPase activity, coupled to transmembrane movement of substances"	"MF"	"CDR1 | CDR2 | YCF1"	"0.010825"	"0.040338"	"3 / 19"	"3 / 167"
